NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,부동산유형,수집년월
46,서울특별시 용산구 서계동,246-5,246,5,금좌빌라,전세,86.75,202607,15,"26,000",0,1,2004,만리재로24길 41,202609~202809,갱신,-,"26,000",0.0,연립다세대,연립다세대,2026-07
47,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,97.7313,202607,15,"34,500",77,4,2018,동탄순환대로1길 64,202609~202809,갱신,-,"34,500",71.0,연립다세대,연립다세대,2026-07
48,경기도 광주시 양벌동,403-1,403,1,윤진아트빌,월세,89.73,202607,13,"9,000",30,3,2001,마루들길 172,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
49,서울특별시 강동구 천호동,397-419,397,419,유천천호빌라,전세,92.2,202607,13,"17,000",0,1,1986,구천면로 244-10,202607~202807,갱신,-,"17,000",0.0,연립다세대,연립다세대,2026-07
50,서울특별시 강남구 삼성동,152-58,152,58,계림빌,전세,93.6,202607,13,"47,400",0,4,2002,삼성로104길 14-7,202607~202807,갱신,사용,"45,150",0.0,연립다세대,연립다세대,2026-07
51,경기도 하남시 덕풍동,420-26,420,26,산호하이츠빌라,전세,88.63,202607,13,"43,000",0,5,1996,역말로 70-1,202610~202810,신규,-,,,연립다세대,연립다세대,2026-07
52,경기도 이천시 송정동,106-5,106,5,"엘리시움3차(105,106동)",월세,97.33,202607,11,"2,000",100,2,2006,증신로269번길 37,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
53,서울특별시 성동구 행당동,1-72,1,72,(1-72),월세,89.98,202607,11,500,58,2,2004,마조로9길 8-3,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
54,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202607,10,"32,000",67,1,2018,동탄순환대로1길 64,202609~202809,갱신,-,"32,000",62.0,연립다세대,연립다세대,2026-07
55,서울특별시 강동구 암사동,515-1,515,1,조이빌,월세,89.11,202607,10,"1,000",60,4,2008,상암로 12-21,202607~202707,신규,-,,,연립다세대,연립다세대,2026-07
56,서울특별시 용산구 후암동,244-79,244,79,하남리치빌,월세,96.89,202607,10,"3,000",143,4,1997,후암로28길 38,202607~202807,갱신,-,"3,000",137.0,연립다세대,연립다세대,2026-07
57,서울특별시 강북구 수유동,310-6,310,6,한일빌리지,월세,86.77,202607,10,0,50,1,1988,삼양로111길 18-27,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
58,서울특별시 강남구 역삼동,698-5,698,5,나폴리빌라,월세,85.8,202607,9,"2,000",180,4,2002,테헤란로53길 57-15,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
59,서울특별시 영등포구 신길동,4912-4,4912,4,(4912-4),월세,100.14,202607,9,300,40,1,1981,신길로42길 34-4,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
60,경기도 고양시 일산동구 정발산동,720,720,0,양지마을2,전세,101.73,202607,9,"41,000",0,1,1996,무궁화로75번길 15,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
61,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202607,9,"32,000",68,1,2018,동탄순환대로1길 64,202609~202809,갱신,-,"32,000",63.0,연립다세대,연립다세대,2026-07
62,서울특별시 강남구 삼성동,46-27,46,27,우암아카데미,월세,96.87,202607,9,"4,000",300,4,2004,삼성로115길 47,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
63,서울특별시 송파구 잠실동,341-22,341,22,조이빌비동,전세,94.72,202607,9,"52,150",0,5,2004,삼전로3길 3-29,202607~202807,갱신,-,"47,150",0.0,연립다세대,연립다세대,2026-07
64,서울특별시 광진구 자양동,663-26,663,26,금당빌딩,전세,99.94,202607,9,"7,000",0,3,2004,자양로5길 51-4,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
65,경기도 안산시 상록구 일동,657-14,657,14,(657-14),월세,99.33,202607,8,"14,000",20,3,2001,안산대학로 46-1,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
66,경기도 구리시 교문동,765,765,0,대명,전세,94.27,202607,8,"49,000",0,4,1993,이문안로 25,202609~202809,신규,-,,,연립다세대,연립다세대,2026-07
67,서울특별시 관악구 남현동,1065-3,1065,3,(1065-3),전세,92.7,202607,8,"35,900",0,5,1994,남현1길 10,202611~202811,신규,-,,,연립다세대,연립다세대,2026-07
68,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202607,8,"32,000",68,1,2018,동탄순환대로1길 64,202609~202809,갱신,-,"32,000",63.0,연립다세대,연립다세대,2026-07
69,경기도 성남시 분당구 구미동,111,111,0,하얀그랜드빌(삼성),전세,99.75,202607,8,"68,000",0,3,1995,미금로 114,202610~202810,신규,-,,,연립다세대,연립다세대,2026-07
70,경기도 성남시 수정구 신촌동,230-1,230,1,(230-1),월세,92.36,202607,8,"5,000",160,1,2007,신촌로 36,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
71,서울특별시 영등포구 신길동,3922,3922,0,장미빌라,월세,94.56,202607,8,"20,000",50,3,1985,신풍로12나길 5,202607~202807,갱신,-,"29,000",0.0,연립다세대,연립다세대,2026-07
72,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.3282,202607,8,"26,000",55,3,2018,동탄순환대로1길 64,202609~202809,갱신,-,"26,000",51.0,연립다세대,연립다세대,2026-07
73,경기도 화성시 동탄구 송동,695,695,0,동탄레이크자이더테라스,월세,96.5618,202607,8,"32,000",68,3,2018,동탄순환대로1길 99,202609~202809,갱신,-,"32,000",63.0,연립다세대,연립다세대,2026-07
74,경기도 구리시 교문동,765,765,0,대명,전세,94.27,202607,8,"49,000",0,4,1993,이문안로 25,202609~202809,신규,-,,,연립다세대,연립다세대,2026-07
75,경기도 안산시 상록구 일동,657-14,657,14,(657-14),월세,99.33,202607,8,"14,000",20,3,2001,안산대학로 46-1,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
76,서울특별시 강남구 삼성동,27-21,27,21,삼성빌라(27-21),월세,94.74,202607,7,"13,000",420,1,1998,봉은사로69길 41,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
77,서울특별시 서초구 서초동,1665-12,1665,12,주웅빌라,전세,91.96,202607,7,"67,900",0,4,1998,서초대로54길 48-13,202608~202808,갱신,-,"60,900",0.0,연립다세대,연립다세대,2026-07
78,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202607,6,"32,000",68,1,2018,동탄순환대로1길 64,202610~202810,갱신,-,"32,000",63.0,연립다세대,연립다세대,2026-07
79,제주특별자치도 제주시 한림읍 상대리,3802,3802,0,제주테라하우스플라주메종,월세,86.92,202607,6,500,117,2,2020,상대2길 36,202607~202707,신규,-,,,연립다세대,연립다세대,2026-07
80,경기도 화성시 동탄구 송동,696,696,0,동탄레이크자이더테라스,월세,98.7637,202607,6,"32,000",68,1,2018,동탄순환대로1길 64,202610~202810,갱신,-,"32,000",63.0,연립다세대,연립다세대,2026-07
81,부산광역시 금정구 장전동,47-2,47,2,남정빌라,월세,94.65,202607,6,300,44,2,2004,금강로279번길 42,202607~202707,신규,-,,,연립다세대,연립다세대,2026-07
82,서울특별시 성북구 성북동,229,229,0,조이빌라,월세,91.02,202607,5,"8,000",130,1,1995,성북로 153,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
83,서울특별시 서초구 양재동,325-5,325,5,은혜빌라,월세,91.57,202607,5,"35,000",100,1,1996,강남대로12길 30,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
84,서울특별시 송파구 문정동,118-17,118,17,하늘빌,전세,91.0,202607,4,"51,000",0,5,2004,송이로33길 8-8,202609~202809,신규,-,,,연립다세대,연립다세대,2026-07
85,경기도 과천시 과천동,494-1,494,1,녹원맨션A동,월세,95.19,202607,4,"50,000",20,2,2007,남태령옛길 83,202609~202809,신규,-,,,연립다세대,연립다세대,2026-07
86,경기도 안산시 상록구 사동,1204-4,1204,4,(1204-4),월세,85.77,202607,4,"5,000",30,4,2004,석호공원로 75-5,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
87,경기도 김포시 대곶면 대능리,327-25,327,25,(327-25),월세,95.34,202607,4,"10,000",60,1,2019,대곶남로501번안길 52-20,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
88,경기도 과천시 과천동,494-1,494,1,녹원맨션A동,월세,95.19,202607,4,"50,000",20,2,2007,남태령옛길 83,202609~202809,신규,-,,,연립다세대,연립다세대,2026-07
89,서울특별시 서초구 반포동,80-3,80,3,연빌라,월세,94.67,202607,4,"5,000",320,4,2002,동광로43길 34,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
90,서울특별시 은평구 구산동,14-38,14,38,(14-38),전세,100.75,202607,3,"26,200",0,3,2003,갈현로 155-1,202607~202807,갱신,-,"26,200",0.0,연립다세대,연립다세대,2026-07
91,경기도 성남시 중원구 하대원동,341,341,0,이원맨션나동,월세,87.28,202607,3,"31,750",5,3,2002,마지로134번길 14,202610~202810,신규,-,,,연립다세대,연립다세대,2026-07
92,경기도 안산시 상록구 본오동,879-8,879,8,대한빌딩,전세,96.03,202607,3,"12,800",0,4,1992,샘골로 161,202607~202807,갱신,-,"12,800",0.0,연립다세대,연립다세대,2026-07
93,서울특별시 마포구 합정동,395-15,395,15,흥국빌라,전세,91.19,202607,3,"40,000",0,1,1984,포은로 23,202609~202809,신규,-,,,연립다세대,연립다세대,2026-07
94,서울특별시 서초구 우면동,5-2,5,2,성도빌라,전세,96.29,202607,3,"35,000",0,-1,1990,바우뫼로6길 8-49,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
95,서울특별시 서초구 방배동,941-11,941,11,남포빌딩,전세,88.76,202607,3,"37,400",0,4,2004,방배중앙로 62,202607~202807,갱신,-,"35,700",0.0,연립다세대,연립다세대,2026-07
96,서울특별시 금천구 시흥동,871-10,871,10,해태연립,전세,92.23,202607,3,"1,500",0,2,1980,시흥대로74길 30,202607~202809,갱신,-,"1,500",0.0,연립다세대,연립다세대,2026-07
97,서울특별시 양천구 목동,777-9,777,9,(777-9),전세,85.8,202607,3,"33,941",0,4,2002,목동중앙서로7길 8,202607~202807,갱신,-,"28,941",0.0,연립다세대,연립다세대,2026-07
98,경기도 안산시 상록구 본오동,915-10,915,10,(915-10),월세,89.44,202607,2,300,30,5,2018,오목로7안길 11,202607~202707,신규,-,,,연립다세대,연립다세대,2026-07
99,경상남도 진주시 호탄동,631-4,631,4,상아시티빌,월세,85.75,202607,2,100,35,4,2003,호탄길14번길 17,202607~202610,신규,-,,,연립다세대,연립다세대,2026-07
100,경기도 안산시 상록구 이동,548-2,548,2,(548-2),전세,99.625,202607,2,"16,500",0,3,2018,석삼말로5길 15,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
101,부산광역시 수영구 망미동,462-6,462,6,산호마린빌,월세,93.58,202607,2,"3,000",65,3,1989,과정로55번길 74,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
102,서울특별시 송파구 방이동,162,162,0,왕천시티빌딩,전세,85.71,202607,2,"37,374",0,4,2002,가락로42길 14,202607~202807,갱신,사용,"35,595",0.0,연립다세대,연립다세대,2026-07
103,서울특별시 광진구 중곡동,121-44,121,44,길원리츠빌,전세,91.62,202607,2,"35,000",0,3,2002,천호대로119길 32,202607~202807,갱신,-,"35,000",0.0,연립다세대,연립다세대,2026-07
104,경기도 안산시 상록구 이동,548-2,548,2,(548-2),전세,99.625,202607,2,"16,500",0,3,2018,석삼말로5길 15,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
105,경상북도 칠곡군 약목면 복성리,678-10,678,10,태광빌라,월세,95.51,202607,1,500,40,3,1997,복성13길 6,202608~202808,신규,-,,,연립다세대,연립다세대,2026-07
106,경기도 파주시 야당동,226-119,226,119,호수타운하우스101동,전세,94.76,202607,1,"34,900",0,1,2018,송학1길 135-24,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
107,서울특별시 용산구 청파동1가,3-22,3,22,(3-22),전세,96.12,202607,1,"50,000",0,3,1983,청파로71길 84,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
108,서울특별시 종로구 동숭동,2-22,2,22,도시빌라,전세,99.39,202607,1,"35,000",0,2,1987,동숭4가길 7,202607~202807,갱신,-,"35,000",0.0,연립다세대,연립다세대,2026-07
109,서울특별시 강동구 천호동,397-419,397,419,유천천호빌라,전세,92.2,202607,1,"25,000",0,1,1986,구천면로 244-10,202607~202807,신규,-,,,연립다세대,연립다세대,2026-07
