품목명,Tier,가중치,MAPE%,방향적중률
시금치,B,0.3,16.048044128365586,0.8333333333333334
양배추,B,0.2,8.262163344322122,0.6666666666666666
미나리,B,0.2,4.66113774715087,1.0
깻잎,B,0.2,5.624219614566984,0.6666666666666666
부추,B,0.2,14.834440658327031,0.6666666666666666
무,B,0.6,7.002810615898244,0.3333333333333333
열무,B,0.2,6.67677681740046,1.0
당근,B,0.3,2.9963457095458543,0.3333333333333333
감자,B,0.6,5.947789911027605,1.0
고구마,B,1.0,1.369902025815757,1.0
도라지,B,0.1,0.4748850333276461,0.6666666666666666
콩나물,B,0.5,0.44206809434927336,0.5
버섯,B,0.9,3.2578301799482654,0.6666666666666666
오이,B,0.6,8.654516781652303,0.8333333333333334
풋고추,B,0.6,4.632672930820006,0.6666666666666666
호박,B,0.5,16.303186713760887,0.6666666666666666
가지,B,0.2,3.900406508456419,0.8333333333333334
토마토,B,1.3,5.441515669063599,0.8333333333333334
파,B,0.9,12.378964484285868,0.5
양파,B,0.7,4.61469544907367,0.5
마늘,B,1.3,1.4819198363431936,0.3333333333333333
브로콜리,B,0.2,7.456873209340193,0.6666666666666666
파프리카,B,0.6,9.409440496576748,0.8333333333333334
생강,B,0.1,0.9748102722452744,0.8333333333333334
