품목코드,품목명,Tier,가중치,pred_2026-01,actual_2026-01,pred_2026-02,actual_2026-02,pred_2026-03,actual_2026-03,pred_2026-04,actual_2026-04,pred_2026-05,actual_2026-05,pred_2026-06,actual_2026-06,pred_2026-07,actual_2026-07
E031040,전기레인지,A,0.2,98.9519882268113,97.42,97.6526253807247,96.65,96.80134469779753,97.16,97.1057565623038,97.46,97.40639577709128,97.44,97.43491546777837,99.1,98.84816462236788,99.42
E031050,냉장고,A,2.4,99.11564277171368,97.86,98.15296082563086,95.49,96.10496336046495,97.92,97.470218928926,98.5,98.25194545644753,98.53,98.4631141125743,100.26,99.82864884834162,99.42
E031060,김치냉장고,A,1.1,105.44770976713633,109.49,108.77289369209434,111.04,110.63799317720128,111.04,110.94406096399513,111.04,110.99436691421054,111.04,111.00290552413935,111.04,111.00456622101656,111.04
E031070,에어컨,A,1.5,113.36926198145864,113.37,113.36923216705087,113.37,113.36923956191525,113.37,113.37511473647301,118.8,118.31364590871411,117.82,117.86353961412235,120.53,120.28281207429634,121.72
E031080,선풍기,A,0.4,94.03524545991378,94.0,94.04482810691293,94.0,94.04718411775134,94.0,94.04761871316538,87.94,89.59637873820094,92.72,91.91389500091051,89.9,90.48303675794072,90.79
E031090,공기청정기,A,0.6,90.59959515695212,90.14,90.2330728868638,89.58,89.71266129609654,88.73,88.92964891162404,89.3,89.2225546428173,89.41,89.37005232175595,93.09,92.32785045445594,91.67
E031100,세탁기,A,1.0,99.29763404229857,99.49,99.5971969521024,100.57,100.5662942573286,100.43,100.43470641275285,100.91,101.00414873119384,101.16,101.25783607433279,102.23,102.30734390152284,103.29
E031110,의류건조기,A,1.1,102.8862343519116,105.03,104.3225041555747,105.16,104.89716535561837,105.95,105.6284733505735,108.57,107.7793395696085,113.35,112.51036334910455,110.98,111.5670585181114,111.67
E031120,식기세척기,A,0.2,100.8006457056351,100.32,100.50212268421704,99.31,99.74277361243897,99.45,99.55378257887463,99.58,99.57055017263977,99.46,99.49995873773688,101.66,100.88033832727038,102.09
E031130,청소기,A,1.1,98.4734089640043,97.82,97.88840838363869,99.58,99.36944978868021,99.81,99.74942153168938,98.77,98.87839675814801,99.14,99.10043976365132,99.16,99.14468889560486,98.54
E031140,소형주방가전,A,0.8,107.62619944489926,108.21,107.81403705913398,111.51,109.04613361527768,114.11,110.7430216966651,109.58,110.3440202660555,115.55,112.10637989775972,113.0,112.40821549877127,114.5
E031150,보온매트,A,0.4,109.75742995730297,109.7,109.7580473660449,114.83,114.587886223699,114.83,114.88023971985214,114.83,114.89496710450872,114.83,114.89537470755953,114.83,114.89498493293462,114.83
E032010,가전제품수리비,A,2.4,140.3766049693154,145.54,145.9758439163657,146.45,146.8955516635963,146.45,146.88297279592092,146.45,146.87046330621874,146.45,146.8593744477756,161.24,161.96759785679652,161.24
E032020,가전제품렌탈비,A,2.5,96.69471308283177,96.69,96.69452169177697,96.69,96.69443269053284,96.69,96.69435147777482,96.69,96.69427215828625,97.21,97.18200006446962,97.21,97.21226471383625,97.21
E041010,식기,A,0.8,122.94170048212118,121.23,122.58745285998799,120.37,122.05224409040011,124.81,123.15013510542441,124.5,123.79025521344812,124.24,124.14262717941756,130.62,126.45547505722017,133.61
E041020,컵,A,0.5,107.75543981279371,108.0,107.86456782291933,106.95,107.51556960070903,106.86,107.26873842438823,107.78,107.48191273883867,108.43,107.86746943026485,106.62,107.38717814931752,106.17
E041030,솥,A,0.2,124.22899620760849,125.84,124.919378945023,120.08,123.78315885773243,126.13,124.65122307742664,126.24,125.31698985909425,120.55,124.21505278192885,118.8,122.85211100921272,120.16
E041040,프라이팬,A,0.6,126.31248384695272,129.8,127.18002360462773,123.33,126.80277339560996,133.82,128.2574290997448,127.51,128.4483057166993,134.67,129.8435720261075,134.75,131.11588012140936,134.85
E041050,냄비,A,0.5,128.02141942702823,123.04,127.4437217540355,128.34,128.01082578384612,132.89,129.46608218767102,132.43,130.6271377420272,127.44,130.44730321606673,127.22,129.93987896380838,126.27
E041060,수저,A,0.3,112.6440743104395,114.71,113.86473662033218,111.26,112.53940304337286,115.42,114.16594910812998,112.95,113.65502728319204,115.62,114.78481445290464,113.72,114.38409331358078,114.63
E041070,밀폐용기,A,0.7,124.3474654764106,127.97,125.62240156762773,121.76,124.40618593423436,127.55,125.51698969809617,124.38,125.20768568882103,127.84,126.14786325284854,129.86,127.45024747069142,123.74
E041080,부엌용용구,A,0.4,121.32173120110544,119.14,119.22509919033752,119.6,119.26518707669143,120.47,120.24760143583602,119.55,119.59073748117508,122.14,121.98988114712166,124.09,124.42470996357058,129.03
E051010,보일러,A,1.5,120.43686920660166,120.47,120.48349075019203,120.5,120.51477699243053,120.4,120.38412635191915,120.38,120.36630528721194,120.37,120.35993576594365,120.37,120.3643770010847,120.37
E051020,건전지,A,0.3,142.78995353707066,142.49,143.13456561924394,141.99,142.91941725183037,144.46,144.31734701670138,148.52,147.3358835412583,149.32,149.2488453757455,149.18,149.92136897538114,149.88
E051030,소형가사용품,A,1.3,113.11242940840089,113.58,113.61504053392497,112.71,112.7394401560965,114.55,114.59184028854072,112.26,112.2866117485994,114.32,114.3580740482963,115.96,116.01963279824655,118.42
E061010,세탁세제,A,1.7,130.49871985685587,128.68,129.40203262736745,125.64,127.12263005805735,120.6,123.1173223740292,121.92,122.37789578740914,132.82,128.7186934780051,128.08,128.33328914461515,127.71
E061020,섬유유연제,A,0.1,151.93136141396013,153.18,152.9079605603142,153.18,153.3772763090359,151.31,152.59847311752762,152.35,152.74810130965497,154.45,153.92243217025356,152.05,153.22239010343253,154.82
E061030,전구,A,0.2,108.6641470091736,109.25,109.06466270889338,109.24,109.27523245290472,109.4,109.45301821485454,105.21,107.54827210347702,108.47,107.95964459249271,108.38,108.1551477214117,111.11
E061040,부엌용세제,A,0.6,121.20549083602755,123.52,123.22312376843362,123.5,123.52506888079444,121.15,121.60638688985931,121.38,121.48372848476059,121.41,121.48897424005187,122.58,122.46954543675479,122.82
E061050,청소용세제,A,0.2,138.0143344403981,138.05,138.17766645012122,138.38,138.59675013705723,138.56,138.71258112285835,138.67,138.76794939670907,138.97,139.16276912765997,138.85,138.82733107250658,139.58
E061060,살충제,A,0.3,127.5333984790543,127.97,128.18028272333137,127.63,127.82928018601608,128.18,128.38461244299154,132.49,132.76820590968757,133.86,134.1600499590785,130.02,130.23566947574338,131.69
E061070,가정용비닐용품,A,0.6,138.42739509826518,137.39,138.11352879919957,137.72,138.25944884840658,138.18,138.63198876853616,138.48,138.9459157018635,140.07,140.2167460874445,148.6,147.13110728355755,154.99
E061080,키친타월,A,1.0,135.38911599853162,133.73,134.55196198203407,135.89,135.43272309763935,137.23,136.57824973025612,131.16,133.60589922545316,133.7,133.77101358571426,135.1,134.63703749325168,135.13
E061090,방향제,A,0.3,135.3144413670891,134.14,135.062086316806,134.72,135.2145344868022,132.44,134.11560145841688,134.92,134.810705216557,132.85,134.1041688622395,134.21,134.42393378823294,132.08
E061100,습기제거제,A,0.1,149.1183081842208,149.57,149.60885479938156,149.63,149.69487060366043,149.62,149.69047736538352,149.82,149.8774928641219,149.8,149.87000710007305,145.93,146.2378132027267,145.77
E062010,가사도우미료,A,2.4,121.16489707151422,122.03,122.28040601367037,122.18,122.42713721315964,122.54,122.7881512252541,122.89,123.13895006111176,123.45,123.70399693830159,123.61,123.8608039857749,123.8
E062020,간병도우미료,A,2.6,138.6434053411508,141.53,142.13806270205467,142.15,142.75627951873264,142.73,143.32810939197213,144.29,145.05109661342965,144.43,145.0734039081699,144.46,145.00999280423633,145.0
F011010,감기약,A,0.4,128.77423237779055,128.52,128.5354254698934,128.52,128.52824027335586,128.56,128.57743524656144,128.46,128.4367494191234,128.44,128.42105884561101,128.48,128.48290053554067,128.49
F011020,진통제,A,0.4,119.33524451593385,119.42,119.43300900465293,119.64,119.80882959385977,119.73,119.804774216682,119.59,119.48544976689453,119.51,119.44514498769918,119.74,119.91376608084684,120.04
F011030,소화제,A,0.3,123.67677469600729,123.59,123.6082010326361,123.6,123.61198809536542,123.69,123.72405820737916,123.67,123.68029302292837,123.55,123.51736913807783,123.6,123.59981051488829,123.42
F011040,위장약,A,0.2,107.03502242373081,107.28,107.28589496614038,107.38,107.38609860907191,107.53,107.53651807227489,107.73,107.7371555679243,107.97,107.97797225130746,108.0,108.00779623406578,108.03
F011050,진해거담제,A,0.2,113.81460495809448,113.83,113.8829789815618,113.8,113.79932896119914,114.36,114.65553830842443,115.14,115.64767942547641,115.14,115.28459630391644,115.16,115.210516706671,115.2
F011060,소염진통제,A,0.6,115.55213386723014,115.47,115.47347479650792,115.47,115.47256423734767,115.5,115.50831195866404,115.6,115.62742771938724,115.56,115.5718272167827,115.48,115.47173692787597,115.45
F011070,피부질환제,A,0.3,114.46803378360279,114.58,114.69391007974217,114.45,114.39445637495723,114.61,114.69470277256572,114.8,114.93092886702713,114.84,114.89026798480457,115.22,115.45732652308223,115.23
F011080,치과구강용약,A,0.3,112.13205253028238,112.11,112.09972361683946,112.11,112.10360486499067,111.98,111.95292090300542,111.87,111.83359089526793,111.79,111.75311702620417,111.81,111.7906096497068,111.87
F011090,조제약,A,5.8,92.9113930569654,92.83,92.78052085236102,92.78,92.72699155005662,92.78,92.72770289799752,92.78,92.73265011559779,92.56,92.52716986043089,92.45,92.40884070174805,92.45
F011100,한방약,A,2.7,133.43921720494882,134.03,134.4818152902067,133.86,133.9421159479525,133.91,133.9415903971789,134.1,134.2171214348743,134.27,134.41088316018053,134.27,134.3204757734423,134.42
F011110,인삼,A,0.3,100.10617128810817,101.56,102.81289463960714,105.69,108.82981973931271,108.96,111.56891837968517,112.59,115.4377555246336,117.48,121.29492516045431,123.28,127.85376247441317,127.41
F011120,홍삼,A,1.1,110.32475577866096,111.11,110.68695289122093,100.0,106.36935706819732,111.11,108.23957240131641,111.11,109.25070359584132,100.0,106.152912707081,111.11,107.79237333158656,111.11
F011130,비타민제,A,1.2,112.33565130590728,112.26,112.23376106349544,112.28,112.26262645073743,112.35,112.34971664824383,112.76,112.83169658849882,113.04,113.14841708481363,113.18,113.28829011828773,113.34
F011140,건강기능식품,A,6.5,103.51523454980047,103.01,103.1394749696842,102.68,102.79756694129979,104.02,103.72255692080168,102.68,102.94634735355983,102.68,102.7515640936027,102.68,102.70274048699238,102.68
F011150,유산균,A,1.2,102.21887435950953,102.02,102.18860506889133,101.92,102.13438497977545,98.38,100.9762745425952,101.84,101.07303093773747,101.46,101.08714595234613,101.46,101.1400178487538,101.46
F011160,병원약품,A,3.5,92.74853352764428,92.62,92.55313239767456,92.58,92.50003522363221,92.58,92.49599199254416,92.58,92.49641101121631,92.4,92.33231357242855,92.24,92.17190113828963,92.24
F012010,종이기저귀,A,1.4,116.560628884244,117.1,116.98189765224282,115.72,116.14705972805521,116.95,116.75003780989418,115.64,116.02270227149158,116.86,116.64743985861942,117.1,117.00518052077821,116.62
F012020,생리대,A,1.0,117.23296696323428,119.27,118.30820149263636,111.5,114.69613388527617,119.55,117.02515396610619,108.71,112.85944586935625,110.24,111.19640267991994,109.46,109.90244969290744,110.64
F012030,마스크,A,1.6,71.0665210916485,71.1,71.06613524047096,70.82,70.85536938607736,70.62,70.65425971374793,70.62,70.6071038330541,70.76,70.70325870696036,70.7,70.68230321076541,70.88
F012040,반창고,A,0.1,102.10194421987744,102.09,102.11653598170302,102.09,102.1171445156178,102.19,102.21100415508938,102.26,102.28294533948839,102.42,102.43849731797083,103.07,103.08007844392044,103.25
F012050,안경,A,1.0,101.78125355412527,101.8,101.80117217874705,101.91,101.91163099654823,101.85,101.8510214602933,101.64,101.64000860300789,101.61,101.60991091714479,101.61,101.6099242634185,101.88
F012060,콘택트렌즈,A,1.4,102.07885339272154,101.68,101.7911323479116,102.56,102.72096510325393,103.53,103.75116901065832,103.9,104.12647584054868,105.43,105.7846999414977,105.63,105.95607125987759,105.83
F012070,의료측정기,A,0.2,98.18820959542234,98.13,98.12824516849717,98.09,98.08828304314395,97.95,97.9483056807175,98.72,98.71844775814019,98.93,98.92851097429389,99.11,99.10856770073501,99.59
F012080,보청기,A,0.6,102.91645024908546,102.88,102.91626121748935,102.88,102.91599987914408,102.88,102.91570953940398,102.88,102.91540905012896,102.88,102.91510688261016,102.88,102.91480632165333,102.88
F012090,건강기기렌탈비,A,1.5,100.80020123121,101.17,101.04868948934225,101.17,101.13500482609506,104.23,103.08132089359039,106.52,105.47593060604856,106.52,106.26108053842349,108.49,107.90740864063027,119.94
F012100,치료재료,A,1.5,103.03967321253486,100.28,100.32849940282524,100.28,100.2806287957092,100.28,100.2800100643212,100.28,100.28000067857998,101.79,101.7672181801564,101.87,101.8687856240215,101.87
F021020,건강검진비,A,1.2,107.35198256412004,107.3,107.35014850251497,107.52,107.56934294852304,107.8,107.8702781953236,108.25,108.33527066293745,107.91,107.96145528956316,108.25,108.29533428684934,108.62
F022020,치과보철료,A,6.8,105.30574403754139,105.67,105.67574465955535,106.12,106.1257654631499,106.52,106.52577589752205,107.12,107.1258358524144,107.2,107.2057741960024,107.29,107.29571439223412,107.27
F031020,병원검사료,A,1.1,62.327197625302055,63.25,63.10611808542791,63.34,63.350193020904385,63.43,63.47449312584003,63.43,63.4969232030992,63.45,63.51371883843446,63.37,63.44614423021982,63.39
G011010,소형승용차,A,1.0,104.86947415251464,104.85,104.86925277052529,106.5,106.42868774637657,106.5,106.5207226318735,106.5,106.52587393974677,106.5,106.52604217546792,106.5,106.52591638144517,108.02
G011020,중형승용차,A,1.0,103.89691855122243,103.48,103.51445607224908,103.06,103.09605989501073,103.48,103.46598289039373,103.48,103.48827235691138,104.18,104.14765844215702,102.78,102.87755049863384,104.4
G011030,대형승용차,A,3.2,110.40201676072492,110.34,110.3519282130366,110.04,110.05172682225165,108.3,108.31088027947294,109.83,109.82978178709342,107.02,107.10620814702682,113.41,112.80342656498394,115.49
G011040,경승용차,A,0.6,106.75890407648915,106.71,106.75872625686009,106.71,106.7584765422851,106.71,106.75821524798808,106.71,106.757948351815,106.71,106.75768699862344,107.99,107.75022223035288,108.35
G011050,다목적승용차,A,7.7,111.55999993469341,111.66,111.65759942883216,111.57,111.57210776862505,111.66,111.65788083060096,111.34,111.34772084465855,111.86,111.84702447682642,111.4,111.41196487444743,112.96
G011060,수입승용차,A,9.3,107.29452271707136,105.92,106.25173993332601,107.8,107.39936502045101,108.31,108.0735162420768,106.73,107.08501127260269,106.73,106.82345490637263,106.94,106.90920193948732,107.62
G011070,전기동력차,A,5.1,104.27996523990682,104.37,104.34179727611497,102.48,103.16039381355769,105.79,104.36652680550011,105.8,105.11870434071369,104.63,104.94229723535878,103.7,104.53998420397866,109.71
G011080,자전거,A,0.5,134.5677501184043,135.03,135.1202345105907,135.78,135.99554321489163,136.21,136.42933280765723,137.1,137.42269869413627,137.3,137.53114588845983,138.29,138.64168584027607,138.98
G022010,자동차용품,A,0.9,115.1394621790396,116.0,115.68414808090789,116.15,115.97797646903739,116.08,116.04220279460107,116.94,116.60802745295852,113.09,114.39412531368733,116.94,115.99287718305153,116.94
G022020,블랙박스,A,0.2,102.87849427809068,99.95,100.38498705490599,101.17,101.0310174836908,101.3,101.24137790767692,101.49,101.43596523367805,102.62,102.3991300586703,102.49,102.46771362420618,102.04
G022030,자동차타이어,A,0.9,120.85912040611501,120.96,120.93336091259943,121.29,121.30377850621035,120.77,120.72560315173041,121.09,121.0881247742015,121.18,121.18806082276627,121.0,120.98739049566097,121.11
G022040,자동차수리비,A,6.3,118.07944025084376,118.98,119.33413431989594,119.84,120.35259017504379,120.24,120.6826362689863,122.73,123.88664452279342,123.49,124.59726014461647,123.94,124.67543596463551,124.61
G022050,엔진오일교체료,A,1.0,136.14844912413372,136.64,137.01686375804425,137.71,138.49385435705972,138.15,138.5395111279296,150.47,158.41456567872038,153.86,158.25390681197564,155.52,157.5464146666421,156.15
G022060,세차료,A,0.5,137.79434171834686,138.16,138.63260285236663,139.42,139.9780126625734,139.65,140.1665763242328,140.46,141.00667467770202,140.77,141.28729519975283,140.82,141.28543276561982,140.96
G023010,자동차학원비,A,0.5,115.45468471874776,115.48,115.65405801505366,115.86,116.0412710127685,115.98,116.15694271185653,115.93,116.09558363239155,116.02,116.18070156361479,116.19,116.34946489915339,116.24
G023020,주차료,A,1.2,112.69406089741132,113.04,113.15052133681904,112.75,112.85181672926694,112.75,112.84940155239873,112.75,112.8471101914886,112.51,112.60082215323885,112.51,112.59890434337596,113.03
G023040,승용차임차료,A,3.2,85.30249624098312,80.69,82.10985334899122,103.8,96.54639760233967,91.39,93.13534959022853,88.8,90.3936734012689,103.43,98.63573646697523,80.96,88.04810670808571,89.49
G023050,대리운전이용료,A,0.4,136.50142300991078,136.86,137.04151886479193,137.44,137.68733436665823,137.49,137.6963729480789,137.96,138.2078138524599,138.16,138.3933845299562,138.3,138.51127731435002,138.41
G023060,자동차검사료,A,0.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
G033010,국내항공료,A,1.0,104.58932524160433,106.39,105.57194396091279,112.41,109.17696892502369,102.7,105.89355839875762,103.07,104.48849295366428,135.11,119.248210707853,129.52,125.59929456735631,123.57
G033030,여객선료,A,0.2,121.84648843654887,123.41,123.29671280242069,122.26,122.47282373671574,121.07,121.32591571319819,122.41,122.35182782623244,129.45,128.6918099243974,128.81,128.8816779841357,131.9
G034010,이삿짐운송료,A,1.0,132.02210667268704,133.21,133.6428158743301,135.41,135.92474702412562,135.31,135.7905818591361,136.8,137.3288053328915,136.77,137.26703509324662,136.55,137.0099816279702,136.37
G034020,택배이용료,A,1.9,114.89951629747152,114.84,114.89469770651056,114.94,114.9955501042334,114.73,114.76995886699933,114.94,114.98787185606773,114.7,114.73135034654634,114.65,114.67606414033212,114.65
H021010,휴대전화기,A,10.4,100.83965951280511,101.09,100.85122004128685,101.09,100.85592082244442,101.92,101.5286332147416,101.92,101.6613357111927,101.92,101.68941538813654,101.92,101.69718028789883,101.92
H031040,휴대전화기수리비,A,0.4,106.87325666964377,107.39,107.50045413225895,107.39,107.51346761536179,107.62,107.73831213452635,107.62,107.74242526990282,107.62,107.74149752986757,99.28,99.45100814432577,110.79
I011010,TV,A,1.9,81.66559507678276,82.65,82.22674519506154,82.85,82.49820401491871,82.33,81.96528003815237,82.09,81.74339811874026,82.49,82.22679821036166,83.56,83.44093224162106,87.81
I011020,영상음향기기,A,0.9,102.06597012372573,102.06,101.96655017245268,98.62,98.51888477933167,98.81,98.7102450734665,96.99,96.88626511985406,101.0,100.90725436142522,100.87,100.77774993381166,100.28
I012010,컴퓨터,A,3.0,94.91194432488975,95.42,95.22433131987832,101.99,101.79478363063245,104.42,104.22934917020487,111.7,111.52620553628208,111.51,111.33018888577907,114.86,114.69251773876978,117.19
I012020,컴퓨터수리비,A,0.1,172.25456071801918,182.19,182.56897767629533,182.19,182.56572246983444,182.19,182.56251166200286,182.19,182.55934986562565,182.19,182.5562279273426,189.05,189.436475027848,206.85
I012030,휴대용멀티미디어기기,A,1.2,124.05970552243478,124.06,124.05971801643852,124.06,124.05973002084629,124.06,124.05974115247213,129.25,129.24975521496788,129.25,129.24976566030207,129.25,129.2497755838032,149.78
I012040,컴퓨터소모품,A,0.7,121.090463653426,126.01,126.31697735093124,126.01,126.34665087752278,125.91,126.22757106230841,128.49,128.86205230503032,128.49,128.89081559904432,127.46,127.80697486750162,127.46
I012050,저장장치,A,0.1,144.572316818222,160.06,158.81211645266296,172.55,172.55649346105847,196.75,197.69116988373986,197.48,200.48190420200126,207.68,210.5277663137168,209.38,212.63065374081134,212.06
I021010,악기,A,0.3,105.4671518406096,105.44,105.46135242899554,105.89,105.9007892623128,105.96,105.99030724848016,106.1,106.12950017867689,105.89,105.92742676242689,106.51,106.52214421735673,106.5
I021020,헬스기구,A,1.1,106.45718747830884,106.64,106.58754929488514,105.66,105.89644656744905,103.9,104.40288460101046,106.28,105.78015532382665,114.69,112.48553110651174,118.39,117.44179109704251,115.69
I031010,장난감,A,2.9,99.77764860176208,101.13,100.70135891788344,98.77,99.38571380607704,100.41,100.05683753786431,101.13,100.77547361396327,101.2,101.06893024922216,101.45,101.3363586093166,101.42
I031020,레저용품,A,1.6,110.02952673045398,113.03,111.93618205718111,112.51,112.34066735093033,112.6,112.54796716343475,112.74,112.71300116933187,112.75,112.78128351254881,112.76,112.8130633563167,112.96
I031030,운동용품,A,2.1,91.7038858454808,91.65,91.63394165717821,109.37,109.36877918737916,108.02,108.01867802852283,107.15,107.14860935629008,106.81,106.80859154260207,106.84,106.8386140476501,105.71
I031040,화초,A,0.7,154.09999986842274,164.79,164.78999984070657,163.26,163.26000002279875,154.45,154.4500001312792,143.98,143.98000015601517,159.35,159.34999977096913,142.98,142.980000243932,136.43
I031050,원예용품,A,0.4,118.51926695490145,118.67,118.80709106944335,118.79,118.92282952952782,119.35,119.50978093965665,120.37,120.58575266942717,121.04,121.28399067803782,121.1,121.32894186236071,120.97
I031060,반려동물용품,A,3.3,121.73895272563303,121.91,122.05052331689805,121.45,121.79057084735767,122.91,122.7774209684245,120.15,121.04348920319285,122.29,122.0386333685146,122.25,122.32515126077135,123.27
I031070,반려동물관리비,A,2.6,113.7486031669189,113.86,113.92835724776485,114.12,114.18818059878008,114.47,114.53807986144633,114.75,114.81791816355948,114.91,114.97765537200013,115.0,115.06733533836822,115.34
I041010,수영장이용료,A,0.2,113.2625387986767,113.1,113.25740450814929,113.39,113.5500502047724,113.64,113.80161763088952,113.71,113.8684016255635,113.71,113.86357846775071,114.02,114.17671069256514,114.14
I041020,볼링장이용료,A,0.2,108.92692092472755,108.98,109.09007293971615,109.01,109.11729189834976,109.0,109.09748185620639,109.24,109.33941962515483,109.53,109.64394713314653,109.69,109.81246128426459,109.78
I041030,헬스클럽이용료,A,1.5,108.33357628451273,108.19,108.25469481758392,108.82,108.89278514632964,108.86,108.95437811703971,108.6,108.68686838356213,108.74,108.8107082652223,108.85,108.92291910111135,109.06
I041040,골프연습장이용료,A,2.3,104.6328945042078,104.65,104.63234601809972,104.59,104.57430015145898,104.43,104.41146052926966,104.39,104.36164280199675,104.14,104.11053179751904,103.95,103.90464942287257,104.02
I041050,골프장이용료,A,3.0,118.83938840377145,118.71,118.8371869437231,118.77,118.8957650616092,120.27,120.41138185432898,121.4,121.55375975331934,121.84,121.99704875265608,122.05,122.20702293135187,120.76
I041060,당구장이용료,A,0.5,108.11946398652688,108.55,108.61877389390881,108.69,108.76007671723754,108.81,108.8808671891156,108.72,108.78689149421713,108.77,108.83620162023792,108.93,108.99781603094112,109.04
I041070,노래방이용료,A,0.5,123.00810762932481,123.45,123.60588525539096,123.56,123.70678456905769,123.08,123.14163293345041,122.9,122.92660539002301,122.96,122.99063834050705,123.35,123.42783897447801,123.5
I041080,PC방이용료,A,0.3,115.53887424842864,115.28,115.40974684680393,115.65,115.78529400874413,115.65,115.77990894544767,115.72,115.84678810384843,115.82,115.94464628057023,115.76,115.87813865067562,115.87
I041090,놀이시설이용료,A,2.3,117.67010590692081,117.58,117.64971475165711,118.12,118.18958006121935,117.37,117.43886257595956,117.94,118.0087416617179,120.93,120.99968393327484,122.34,122.40992006801773,129.24
I041100,운동경기관람료,A,0.2,130.3076488042177,129.88,130.28835191805058,129.88,130.27094944237095,130.6,131.00096898879445,132.26,132.70715200634433,133.35,133.82223995034363,133.35,133.7994592389934,133.35
I042010,영화관람료,A,1.0,128.81013379461785,128.81,128.81010823057392,128.81,128.81008735171852,128.81,128.81007047536016,128.81,128.81005691709487,128.81,128.81004596936538,128.81,128.8100371257852,128.81
I042020,공연예술관람료,A,0.7,112.4826547729684,111.65,111.76710481286828,111.65,111.74173020706853,112.81,112.86094812604745,112.81,112.89945225391776,115.97,115.95184646761898,115.97,116.05865794203247,115.97
I042030,관람시설이용료,A,0.6,111.28174988474295,111.35,111.32244869431844,111.35,111.3388798526217,111.51,111.44091689584708,109.67,110.38519014740477,111.48,111.03759140592572,111.48,111.30108754826405,111.64
I042040,독서실비,A,0.8,99.77684463158674,99.96,99.97731060561452,100.18,100.1966196419635,100.17,100.20247572751663,100.03,100.07210420899641,99.77,99.81958036203524,99.84,99.86743886501053,98.84
I042050,문화강습료,A,0.9,116.61524858946441,116.64,116.82519044079726,116.79,116.97303030271881,116.82,116.99674704977095,116.93,117.10351406309293,116.98,117.14827884997369,117.35,117.5245655817283,117.44
I042060,온라인콘텐츠이용료,A,8.0,111.59384512292661,111.47,111.58772850635614,111.47,111.582010631906,111.47,111.57674749546328,111.47,111.57176210807981,111.47,111.56716493638476,111.47,111.5628194807636,111.47
I042080,사진서비스료,A,1.7,121.49342766858419,121.6,121.92243840803584,122.34,122.68930937528698,122.44,122.80621425441731,122.79,123.1267645293736,123.03,123.35527845189017,123.71,124.03341833688937,125.9
I051010,유아용학습교재,A,0.3,115.45870286807674,115.38,115.45836361447608,115.38,115.45785226186808,115.46,115.53012080958435,115.46,115.5362949992317,115.46,115.53638959718386,115.46,115.53593541022644,115.46
I051020,초등학교학습서,A,0.6,109.71816832613692,109.63,109.74766870608927,110.78,110.83592385262638,111.32,111.4142116554674,111.32,111.44634636836767,111.32,111.44655184873976,111.32,111.44495593425451,111.32
I051030,중학교학습서,A,0.6,113.74538382256858,115.66,115.73588652688545,117.78,119.06920512024853,117.78,117.85601976124045,117.78,117.85560578449575,117.78,117.85519456762358,117.78,117.85478572260254,119.77
I051040,고등학교학습서,A,0.6,137.2015561874543,137.71,138.20602294030147,137.71,138.2514813135494,138.78,139.26975101663487,138.78,139.3189064869365,138.78,139.30031586140612,139.9,140.36154550547184,139.9
I051050,대학교재,A,0.2,103.73944195287973,103.7,103.73922354768588,103.7,103.73900885053708,103.13,103.19516967303777,103.13,103.16615251909047,103.13,103.16430301046874,103.13,103.1638435200516,103.13
I051060,서적,A,1.5,111.40788103069254,111.89,111.99401812113625,112.41,112.53246143847619,112.63,112.77592366245965,112.63,112.7843624513537,112.63,112.77794923520942,112.8,112.9372771271701,113.4
I052010,신문,A,0.4,120.44819189511952,120.37,120.44776499588353,120.37,120.44734075967412,120.37,120.44691934433712,120.37,120.44650046853036,120.37,120.44608430396491,120.37,120.4456706459696,120.37
I053010,종이문구,A,0.5,121.22779765986114,121.08,121.25196811495405,121.73,121.98720942834663,122.99,123.50738831696613,124.85,125.74957193527035,125.17,125.84706304016873,125.26,125.63912944697259,125.42
I053020,기타문구,A,0.1,125.44440047551791,127.28,127.09246087959313,127.54,127.62980487990797,127.46,127.67087433601439,127.98,128.0950519987209,128.46,128.56365527574653,129.88,129.79736305462075,130.54
I053030,필기구,A,0.4,115.09649105519118,116.53,116.25114168059675,116.61,116.62139024205051,116.91,116.95332667685902,117.36,117.40145894766951,117.78,117.8464988576953,117.72,117.86160304075699,117.93
I053040,회화용구,A,0.2,117.93835711110756,117.93,118.1371030164639,117.42,117.6079045504193,117.9,118.09421607070237,118.42,118.62141704167215,118.45,118.64608291392483,118.65,118.84520069536484,118.61
I061010,국내단체여행비,A,2.0,116.96001407787075,109.38,112.60680897712211,126.74,120.6720187814748,115.77,117.96498034450782,127.23,123.16483487290571,128.62,126.30053257803817,128.85,127.80043450106349,135.96
I061020,해외단체여행비,A,5.5,112.19616288889422,115.52,114.66544126682139,118.82,117.74666594608908,117.53,117.64592070829968,128.34,125.52025268156383,143.52,139.94231814425177,137.81,138.29687093082262,134.95
J041010,초등학생학원비,A,7.6,110.80508804145282,111.13,111.27604065862977,111.35,111.49800136915522,111.74,111.8961630188223,112.28,112.44996098415152,112.36,112.52559568561699,112.41,112.57034407048343,112.5
J041020,중학생학원비,A,13.8,110.02592881541833,110.34,110.43572281657059,110.8,110.89555810458371,111.15,111.24529720197785,111.51,111.6050439229846,111.59,111.68455613088555,111.66,111.75406311816984,111.87
