품목코드,품목명,Tier,가중치,모델,pred_2026-09,보정치(레벨),보정후_pred_2026-09
K011310,피자,A,4.1,비계절ETS,119.68711508040995,0.0,119.68711508040995
K011320,쌀국수,A,0.6,비계절ETS,130.9559277864152,0.0,130.9559277864152
K011330,커피(외식),A,8.8,완전동결(검증됨),111.58,0.09850220251829474,111.52089867848902
K011340,기타음료(외식),A,0.5,비계절ETS,107.46779759944323,0.0,107.46779759944323
K011350,소주(외식),A,2.5,완전동결(검증됨),118.57,0.0,118.57
K011360,맥주(외식),A,4.8,완전동결(검증됨),120.83,0.0,120.83
K011370,막걸리(외식),A,0.3,비계절ETS,120.66104078601973,0.0,120.66104078601973
K011380,구내식당식사비,A,11.9,계절ETS,127.10536978321242,0.0,127.10536978321242
K011390,도시락,A,0.6,비계절ETS,146.35216217078977,0.0,146.35216217078977
K021010,호텔숙박료,A,2.1,계단평균(검증됨),140.66938366878395,0.0,140.66938366878395
K021020,여관숙박료,A,1.5,계단평균(검증됨),110.33852760704171,-0.26720575898473226,110.49885106243255
K021030,콘도이용료,B,0.8,계절ETS,125.86490886889379,0.0,125.86490886889379
K021040,학교기숙사비,A,0.9,비계절ETS,119.0555904853679,0.0,119.0555904853679
K021050,휴양시설이용료,A,1.4,계절ETS,109.62377851722127,0.0,109.62377851722127
L011010,목욕료,A,0.6,비계절ETS,139.04757897785643,0.11509336104428769,138.97852296122986
L011020,찜질방이용료,A,0.6,비계절ETS,135.97911651606358,0.0,135.97911651606358
L011030,이발료,A,0.3,비계절ETS,120.44606352086412,0.0,120.44606352086412
L011040,미용료,A,7.3,비계절ETS,121.51362864022869,0.0,121.51362864022869
L011050,뷰티미용료,A,2.2,비계절ETS,122.49508268556752,0.0,122.49508268556752
L012010,면도기,A,0.4,비계절ETS,124.29797343478087,0.0,124.29797343478087
L012020,헤어드라이어,A,0.7,비계절ETS,119.03147402770897,0.0,119.03147402770897
L012030,칫솔,A,0.4,비계절ETS,103.1801013267661,-0.9334134723905194,103.74014941020042
L012040,치약,A,0.5,비계절ETS,115.43373726099557,0.0,115.43373726099557
L012050,비누,A,0.3,비계절ETS,137.62486816933082,0.0,137.62486816933082
L012060,샴푸,A,1.0,비계절ETS,144.75645164797947,0.6539999538811401,144.36405167565079
L012070,바디워시,A,0.5,비계절ETS,120.5740607246708,0.0,120.5740607246708
L012080,화장지,A,1.3,비계절ETS,124.34859269422986,-0.8570072077339622,124.86279701887024
L012090,기초화장품,A,4.5,비계절ETS,108.6777372457407,0.0,108.6777372457407
L012100,기능성화장품,A,3.7,비계절ETS,130.68328157035648,0.0,130.68328157035648
L012110,색조화장품,A,0.7,비계절ETS,108.4613799871261,0.0,108.4613799871261
L012120,모발염색약,A,0.7,비계절ETS,131.01423946368755,0.0,131.01423946368755
L012130,구강세정제,A,0.2,비계절ETS,120.47648542585326,0.0,120.47648542585326
L021010,손목시계,A,0.6,비계절ETS,146.40848442876333,0.0,146.40848442876333
L021020,장신구,A,1.0,비계절ETS,120.61826404059681,0.0,120.61826404059681
L021030,가방,A,2.7,완전동결(검증됨),110.94,0.08621943115952035,110.88826834130428
L021040,핸드백,A,1.4,비계절ETS,115.53549769823552,0.0,115.53549769823552
L021050,우산,A,0.2,비계절ETS,107.45054212211221,0.0,107.45054212211221
L021060,유모차,A,0.2,비계절ETS,105.71942022080975,0.2971815500623478,105.54111129077235
L021070,선글라스,A,0.4,비계절ETS,103.1966515069609,0.0,103.1966515069609
L021080,지갑,A,0.5,비계절ETS,122.68999999367385,0.0,122.68999999367385
L031010,산후조리원이용료,A,0.7,비계절ETS,128.95637918810533,0.0,128.95637918810533
L031040,보험서비스료,A,8.6,계단평균(검증됨),215.81,0.0,215.81
L031050,자동차보험료,A,3.7,완전동결(검증됨),94.93,0.0,94.93
L031060,금융수수료,A,0.2,비계절ETS,99.99933790274876,0.0,99.99933790274876
L031090,대입전형료,A,0.1,비계절ETS,101.73077100559685,0.0,101.73077100559685
L031100,시험응시료,A,0.4,비계절ETS,116.62490875503237,0.13045240479380973,116.54663731215608
L031110,장례비,A,2.6,비계절ETS,111.57435905398386,0.0,111.57435905398386
A013010,갈치,B,1.1,계절ETS,123.07467560657395,0.0,123.07467560657395
A013020,명태,B,0.7,계절ETS,111.8253185995757,0.0,111.8253185995757
A013030,조기,B,0.9,계절ETS,133.5256924529476,0.0,133.5256924529476
A013040,고등어,B,2.0,계절ETS,137.93198240557004,0.0,137.93198240557004
A013050,오징어,B,1.0,계절ETS,131.3100557451905,0.0,131.3100557451905
A013060,게,B,0.9,계절ETS,92.72273538265685,0.0,92.72273538265685
A013070,굴,B,0.4,계절ETS,115.30209458532568,0.0,115.30209458532568
A013080,조개,B,0.6,계절ETS,122.47731847766576,0.0,122.47731847766576
A013090,전복,B,0.5,계절ETS,87.85928491260796,0.0,87.85928491260796
A013100,새우,B,0.7,계절ETS,124.88560277846025,-0.49614423158658144,125.1832893174122
A013130,낙지,B,0.5,계절ETS,126.37052982178177,0.0,126.37052982178177
A016010,사과,B,2.3,계절ETS,165.052702764573,0.0,165.052702764573
A016020,배,B,0.7,계절ETS,167.80073758588122,0.0,167.80073758588122
A016030,복숭아,B,1.0,계절ETS,151.0959476348948,0.0,151.0959476348948
A016040,포도,B,1.4,계절ETS,121.9728548302185,0.0,121.9728548302185
A016050,밤,B,0.2,계절ETS,115.07067762908329,0.0,115.07067762908329
A016060,감,B,0.5,계절ETS,119.5422367195293,0.0,119.5422367195293
A016070,귤,B,1.8,계절ETS,198.04690549471601,0.0,198.04690549471601
A016080,오렌지,B,0.4,계절ETS,114.51966168678962,0.0,114.51966168678962
A016090,참외,B,1.0,계절ETS,94.56423991519173,0.0,94.56423991519173
A016100,수박,B,1.0,계절ETS,145.13064041513763,0.0,145.13064041513763
A016110,딸기,B,1.5,계절ETS,92.06438840452408,0.0,92.06438840452408
A016120,바나나,B,0.8,계절ETS,111.19232556157846,1.7921640625050586,110.11702712407542
A016130,키위,B,0.4,계절ETS,146.6986565700975,0.0,146.6986565700975
A016140,블루베리,B,0.4,계절ETS,145.3615930039133,0.0,145.3615930039133
A016150,망고,B,0.4,계절ETS,143.14991104097476,0.0,143.14991104097476
A016160,체리,B,0.3,계절ETS,100.45434323191797,0.0,100.45434323191797
A016170,아보카도,B,0.1,계절ETS,82.97007403810655,0.0,82.97007403810655
A016180,파인애플,B,0.2,계절ETS,128.235613494567,0.0,128.235613494567
A017010,배추,B,1.3,계절ETS,131.70746378925963,0.0,131.70746378925963
A017020,상추,B,0.6,계절ETS,171.02256003492806,0.0,171.02256003492806
A017030,시금치,B,0.3,계절ETS,271.7638690058525,0.0,271.7638690058525
A017040,양배추,B,0.2,계절ETS,83.43745017638783,0.0,83.43745017638783
A017050,미나리,B,0.2,계절ETS,176.99457444309542,0.0,176.99457444309542
A017060,깻잎,B,0.2,계절ETS,148.74856874386006,0.0,148.74856874386006
A017070,부추,B,0.2,계절ETS,115.38176737820088,0.0,115.38176737820088
A017080,무,B,0.6,계절ETS,108.42240035397079,0.0,108.42240035397079
A017090,열무,B,0.2,계절ETS,154.33410344917917,0.0,154.33410344917917
A017100,당근,B,0.3,계절ETS,91.90090604052531,0.0,91.90090604052531
A017110,감자,B,0.6,계절ETS,102.1894765265873,0.0,102.1894765265873
A017120,고구마,B,1.0,계절ETS,92.9040658032905,0.0,92.9040658032905
A017130,도라지,B,0.1,계절ETS,133.66058589677152,0.0,133.66058589677152
A017140,콩나물,B,0.5,계절ETS,109.04115903745506,0.0,109.04115903745506
A017150,버섯,B,0.9,계절ETS,120.34032269820652,0.0,120.34032269820652
A017160,오이,B,0.6,계절ETS,130.76973794729886,0.0,130.76973794729886
A017170,풋고추,B,0.6,계절ETS,129.55778681757613,0.0,129.55778681757613
A017180,호박,B,0.5,계절ETS,131.59874046748564,0.0,131.59874046748564
A017190,가지,B,0.2,계절ETS,102.78043376213499,0.0,102.78043376213499
A017200,토마토,B,1.3,계절ETS,106.032263826031,0.0,106.032263826031
A017210,파,B,0.9,계절ETS,127.82656311862759,0.0,127.82656311862759
A017220,양파,B,0.7,계절ETS,92.04719741785415,0.0,92.04719741785415
A017230,마늘,B,1.3,계절ETS,140.31995838500856,0.0,140.31995838500856
A017240,브로콜리,B,0.2,계절ETS,146.28546930338555,0.0,146.28546930338555
A017260,파프리카,B,0.6,계절ETS,129.22574130981636,0.0,129.22574130981636
A019030,생강,B,0.1,계절ETS,107.91768106760063,0.0,107.91768106760063
B021010,담배,C,9.3,완전동결(검증됨),99.77,0.0784611228713364,99.7229233262772
D041020,하수도료,C,3.1,계단평균(검증됨),133.02773080516397,0.4826229355099277,132.73815704385802
D042020,쓰레기봉투료,C,0.7,계절ETS,106.01335421103137,0.11698259436642171,105.94316465441152
D042030,정화조청소료,C,0.5,비계절ETS,117.46850614262462,0.11319883991966861,117.40058683867282
F021010,외래진료비,C,20.5,계절ETS,111.4188731259478,0.0,111.4188731259478
F021030,한방진료비,C,1.0,계절ETS,119.2988888002176,-0.21575141850602364,119.42833965132121
F021040,약국조제료,C,1.8,계절ETS,119.9036304176883,0.0,119.9036304176883
F022010,치과진료비,C,6.1,계절ETS,115.26746856097301,-0.07102053978975202,115.31008088484687
F031010,입원진료비,C,10.2,계절ETS,110.10570297545539,-0.06633904141511,110.14550640030446
G023030,도로통행료,C,1.7,비계절ETS,95.82607045800584,0.0,95.82607045800584
G031010,열차료,C,1.7,계단평균(검증됨),100.0,0.0,100.0
G031020,도시철도료,C,2.2,완전동결(검증됨),120.08,0.09919564288466631,120.0204826142692
G032010,시내버스료,C,6.8,완전동결(검증됨),116.96,0.10072223262170373,116.89956666042697
G032020,시외버스료,C,1.0,완전동결(검증됨),110.18,0.06996830794998014,110.13801901523001
G032030,택시료,C,3.2,완전동결(검증됨),124.42,0.0,124.42
G033020,국제항공료,C,2.9,계단평균(검증됨),137.48619965170764,0.0,137.48619965170764
H011010,우편료,C,0.1,비계절ETS,123.69931426799363,0.0,123.69931426799363
H031010,유선전화료,C,0.4,비계절ETS,100.36999631141913,0.0,100.36999631141913
H031020,휴대전화료,C,29.8,비계절ETS,102.04520765526202,-0.30002632924616063,102.22522345280971
H031030,인터넷이용료,C,5.5,완전동결(검증됨),100.62,0.0,100.62
I042070,방송수신료,C,2.4,비계절ETS,100.59424795105998,0.05296694684913916,100.5624677829505
J011010,유치원납입금,C,1.8,비계절ETS,39.31119735310762,0.0,39.31119735310762
J031010,전문대학납입금,C,1.1,계절ETS,108.5647923703282,-0.9404764160265463,109.12907821994413
J031020,국공립대학교납입금,C,1.4,계절ETS,101.5183787651785,0.0,101.5183787651785
J031030,사립대학교납입금,C,8.6,계절ETS,107.68485683971448,-1.072828814190295,108.32855412822866
J031040,국공립대학원납입금,C,0.4,계절ETS,107.66805177670447,0.0,107.66805177670447
J031050,사립대학원납입금,C,1.6,계절ETS,108.72567948804702,0.0,108.72567948804702
L031020,보육시설이용료,C,0.7,비계절ETS,69.20234243562291,0.0,69.20234243562291
L031030,요양시설이용료,C,0.9,계절ETS,125.2149937074102,0.25605385365922473,125.06136139521466
L031070,부동산중개수수료,C,0.8,비계절ETS,92.25348773280211,0.0,92.25348773280211
L031080,행정수수료,C,1.1,완전동결(검증됨),99.56,0.0,99.56
D051010,전기료,D,16.1,계절ETS,142.2648900511592,0.0,142.2648900511592
D052010,도시가스,D,11.5,완전동결(검증됨),146.49,0.0,146.49
D052020,취사용LPG,D,0.9,회귀변수없음->드리프트,147.70666666666665,-0.1629625117960387,147.8044441737443
D053010,등유,D,2.4,회귀(오피넷 9월실측),182.4634378813726,0.3327137145731835,182.2638096526287
D053020,지역난방비,D,1.6,완전동결(검증됨),163.15,0.17256996153783652,163.0464580230773
D053030,부탄가스,D,0.1,비계절ETS,151.54724989067037,0.0,151.54724989067037
G021010,휘발유,D,24.1,회귀(오피넷 9월실측),134.03487186280313,0.4434741221973179,133.76878738948474
G021020,경유,D,16.3,회귀(오피넷 9월실측),154.23656256081202,0.5580432726850452,153.901736597201
G021030,자동차용LPG,D,2.8,회귀(오피넷 9월실측),138.81088092339195,0.3973776416882539,138.572454338379
