품목코드,품목명,Tier,가중치,pred,pred_corr
A016040,포도,B,1.4,127.2959090821048,127.2959090821048
A016050,밤,B,0.2,117.99725801668943,117.99725801668943
A016060,감,B,0.5,112.23265822524345,112.23265822524345
A016070,귤,B,1.8,176.02709190757994,176.02709190757994
A016080,오렌지,B,0.4,125.98653796293473,125.98653796293473
A016090,참외,B,1.0,96.09956877557934,96.09956877557934
A016100,수박,B,1.0,142.4947812363088,142.4947812363088
A016110,딸기,B,1.5,218.06597778346054,218.06597778346054
A016120,바나나,B,0.8,107.75122482089614,107.75122482089614
A016130,키위,B,0.4,115.59523421747643,115.59523421747643
A016140,블루베리,B,0.4,134.25741507616996,134.25741507616996
A016150,망고,B,0.4,125.68830771554975,125.68830771554975
A016160,체리,B,0.3,124.76493562541556,124.76493562541556
A016170,아보카도,B,0.1,111.06702817564162,111.06702817564162
A016180,파인애플,B,0.2,111.39746142562984,111.39746142562984
A017010,배추,B,1.3,96.43608207743483,96.43608207743483
A017020,상추,B,0.6,135.71585704788313,135.71585704788313
A017030,시금치,B,0.3,123.00690871718376,123.00690871718376
A017040,양배추,B,0.2,111.16196037941668,111.16196037941668
A017050,미나리,B,0.2,178.01651053413104,178.01651053413104
A017060,깻잎,B,0.2,156.67043393327677,156.67043393327677
A017070,부추,B,0.2,195.57688777075396,195.57688777075396
A017080,무,B,0.6,153.68606190427528,153.68606190427528
A017090,열무,B,0.2,141.75813998249495,141.75813998249495
A017100,당근,B,0.3,151.8009634977355,151.8009634977355
A017110,감자,B,0.6,109.86041814210083,109.86041814210083
A017120,고구마,B,1.0,93.78747038672667,93.78747038672667
A017130,도라지,B,0.1,124.60521034901828,124.60521034901828
A017140,콩나물,B,0.5,110.7004730403677,110.7004730403677
A017150,버섯,B,0.9,118.57397567496952,118.57397567496952
A017160,오이,B,0.6,199.18038820913688,199.18038820913688
A017170,풋고추,B,0.6,136.1737027096476,136.1737027096476
A017180,호박,B,0.5,147.99671255272045,147.99671255272045
A017190,가지,B,0.2,162.3070229296399,162.3070229296399
A017200,토마토,B,1.3,170.97334347862574,170.97334347862574
A017210,파,B,0.9,139.673935773806,139.673935773806
A017220,양파,B,0.7,105.2351754339509,105.2351754339509
A017230,마늘,B,1.3,127.73390236623759,127.73390236623759
A017240,브로콜리,B,0.2,123.56177547719805,123.56177547719805
A017260,파프리카,B,0.6,151.05758526149796,151.05758526149796
A019030,생강,B,0.1,86.60805523011838,86.60805523011838
B021010,담배,C,9.3,100.0,100.0
D041020,하수도료,C,3.1,119.9607602864684,119.9607602864684
D042020,쓰레기봉투료,C,0.7,105.84302434287287,105.84302434287287
D042030,정화조청소료,C,0.5,111.15322032931276,111.15322032931276
F021010,외래진료비,C,20.5,110.04246166543403,110.04246166543403
F021030,한방진료비,C,1.0,116.55463049231452,116.55463049231452
F021040,약국조제료,C,1.8,115.86687984340276,115.86687984340276
F022010,치과진료비,C,6.1,110.96723429208163,110.96723429208163
F031010,입원진료비,C,10.2,108.21764401581088,108.21764401581088
G023030,도로통행료,C,1.7,97.28843152181831,97.28843152181831
G031010,열차료,C,1.7,100.0,100.0
G031020,도시철도료,C,2.2,112.23,112.23
G032010,시내버스료,C,6.8,112.94,112.94
G032020,시외버스료,C,1.0,110.18,110.18
G032030,택시료,C,3.2,122.21,122.21
G033020,국제항공료,C,2.9,123.37072470696621,123.37072470696621
H011010,우편료,C,0.1,110.05423401493678,110.05423401493678
H031010,유선전화료,C,0.4,100.23999229645744,100.23999229645744
H031020,휴대전화료,C,29.8,101.91226650554535,101.91226650554535
H031030,인터넷이용료,C,5.5,100.62,100.62
I042070,방송수신료,C,2.4,100.93569141961787,100.93569141961787
J011010,유치원납입금,C,1.8,64.96089415602886,64.96089415602886
J031010,전문대학납입금,C,1.1,101.48709775335429,101.48709775335429
J031020,국공립대학교납입금,C,1.4,100.50634922077069,100.50634922077069
J031030,사립대학교납입금,C,8.6,99.56975012831816,99.56975012831816
J031040,국공립대학원납입금,C,0.4,104.24229739256492,104.24229739256492
J031050,사립대학원납입금,C,1.6,102.98854583075382,102.98854583075382
L031020,보육시설이용료,C,0.7,88.86364582390782,88.86364582390782
L031030,요양시설이용료,C,0.9,115.42883431391452,115.42883431391452
L031070,부동산중개수수료,C,0.8,92.24963081926529,92.24963081926529
L031080,행정수수료,C,1.1,98.67,98.67
D051010,전기료,D,16.1,144.6571461864333,144.6571461864333
D052010,도시가스,D,11.5,145.66,145.66
