품목코드,품목명,Tier,가중치,모델,pred_2026-08,보정치(레벨),보정후_pred_2026-08,보정후_pred_2026-08(R-ONE반영)
A013160,어묵,A,0.8,비계절ETS,135.63382009684346,0.0,135.63382009684346,135.63382009684346
A013170,맛살,A,0.2,비계절ETS,147.99642860421474,0.0,147.99642860421474,147.99642860421474
A013180,수산물통조림,A,0.7,비계절ETS,126.96660936685744,0.0,126.96660936685744,126.96660936685744
A013190,젓갈,A,0.7,비계절ETS,125.25672277689672,-0.7195362531631323,125.6884445287946,125.6884445287946
A014010,우유,A,3.4,비계절ETS,124.63348344881447,0.0,124.63348344881447,124.63348344881447
A014020,분유,A,0.5,비계절ETS,113.3622440139124,0.0,113.3622440139124,113.3622440139124
A014030,치즈,A,0.7,비계절ETS,144.8143251010459,0.0,144.8143251010459,144.8143251010459
A014040,발효유,A,2.0,비계절ETS,128.28415802206916,0.3007610025090154,128.10370142056377,128.10370142056377
A014050,달걀,A,3.0,비계절ETS,155.7443074283707,0.0,155.7443074283707,155.7443074283707
A015010,참기름,A,0.6,비계절ETS,153.62950142750736,0.0,153.62950142750736,153.62950142750736
A015020,식용유,A,0.8,비계절ETS,156.4789746479223,0.0,156.4789746479223,156.4789746479223
A016190,아몬드,A,0.2,비계절ETS,111.2245909306378,0.0,111.2245909306378,111.2245909306378
A016200,과일가공품,A,1.0,비계절ETS,147.15164202945348,0.0,147.15164202945348,147.15164202945348
A017250,고사리,A,0.1,비계절ETS,126.90503436324228,0.0,126.90503436324228,126.90503436324228
A017270,단무지,A,0.2,비계절ETS,128.44567298975838,0.0,128.44567298975838,128.44567298975838
A017280,김,A,0.5,비계절ETS,154.80298573985908,0.0,154.80298573985908,154.80298573985908
A017290,맛김,A,0.5,비계절ETS,136.10624244704945,0.0,136.10624244704945,136.10624244704945
A017300,미역,A,0.3,비계절ETS,138.06986677299133,0.0,138.06986677299133,138.06986677299133
A018010,초콜릿,A,0.5,비계절ETS,163.83324091255884,1.0834198865169593,163.18318898064865,163.18318898064865
A018020,사탕,A,0.8,비계절ETS,116.97215524352887,0.0,116.97215524352887,116.97215524352887
A018030,껌,A,0.1,비계절ETS,115.83611820175648,0.0,115.83611820175648,115.83611820175648
A018040,아이스크림,A,2.6,비계절ETS,128.95540464165344,0.0,128.95540464165344,128.95540464165344
A018050,비스킷,A,1.9,비계절ETS,135.71572510693306,0.0,135.71572510693306,135.71572510693306
A018060,스낵과자,A,2.9,비계절ETS,119.00019549157378,0.0,119.00019549157378,119.00019549157378
A018070,파이,A,0.6,비계절ETS,117.07138727835154,0.0,117.07138727835154,117.07138727835154
A018080,설탕,A,0.3,비계절ETS,142.97752892861965,0.0,142.97752892861965,142.97752892861965
A018090,잼,A,0.1,비계절ETS,172.4275539979978,0.0,172.4275539979978,172.4275539979978
A018100,꿀,A,0.4,비계절ETS,116.93883622263289,0.0,116.93883622263289,116.93883622263289
A018110,물엿,A,0.2,비계절ETS,138.66302603397796,0.0,138.66302603397796,138.66302603397796
A019010,고춧가루,A,1.6,비계절ETS,115.15635910455606,0.0,115.15635910455606,115.15635910455606
A019020,참깨,A,0.6,비계절ETS,137.61308625870114,0.0,137.61308625870114,137.61308625870114
A019040,소금,A,0.2,비계절ETS,177.1332911213174,0.0,177.1332911213174,177.1332911213174
A019050,간장,A,0.4,비계절ETS,142.77209125677106,-0.5715670322882479,143.115031476144,143.115031476144
A019060,된장,A,0.4,비계절ETS,140.59933898296617,0.0,140.59933898296617,140.59933898296617
A019070,양념소스,A,0.5,비계절ETS,141.04815400749845,0.0,141.04815400749845,141.04815400749845
A019080,고추장,A,0.3,비계절ETS,141.77284625367489,0.0,141.77284625367489,141.77284625367489
A019090,카레,A,0.2,비계절ETS,130.82598429091374,0.0,130.82598429091374,130.82598429091374
A019100,식초,A,0.1,비계절ETS,148.49894256161778,0.0,148.49894256161778,148.49894256161778
A019110,드레싱,A,0.2,비계절ETS,167.30216746968125,0.0,167.30216746968125,167.30216746968125
A019120,혼합조미료,A,0.3,비계절ETS,136.87319782184383,0.0,136.87319782184383,136.87319782184383
A019130,스프,A,0.3,비계절ETS,129.8465636032167,0.0,129.8465636032167,129.8465636032167
A019140,이유식,A,0.3,비계절ETS,111.21617177304071,0.0980364419703079,111.15734990785852,111.15734990785852
A019150,김치,A,1.3,비계절ETS,134.31883914143066,0.0,134.31883914143066,134.31883914143066
A019160,밑반찬,A,3.1,비계절ETS,118.36486080241276,0.0,118.36486080241276,118.36486080241276
A019170,냉동식품,A,1.9,비계절ETS,118.515928304848,0.0,118.515928304848,118.515928304848
A019180,즉석식품,A,3.1,비계절ETS,127.4377946325934,0.0,127.4377946325934,127.4377946325934
A019190,편의점도시락,A,0.4,비계절ETS,118.77286517630164,0.2355951037757175,118.6315081140362,118.6315081140362
A019200,삼각김밥,A,0.4,비계절ETS,116.5103073164148,0.0,116.5103073164148,116.5103073164148
A021010,커피,A,2.6,비계절ETS,146.09545811778054,0.0,146.09545811778054,146.09545811778054
A021020,차,A,0.9,비계절ETS,125.4415114397681,0.0,125.4415114397681,125.4415114397681
A022010,주스,A,1.4,비계절ETS,136.78686743569972,0.4182318382394214,136.53592833275607,136.53592833275607
A022020,두유,A,0.8,비계절ETS,127.10789504974888,0.0,127.10789504974888,127.10789504974888
A022030,생수,A,1.3,비계절ETS,117.1699393357026,0.0,117.1699393357026,117.1699393357026
A022040,기능성음료,A,0.5,비계절ETS,120.6595265091678,0.0,120.6595265091678,120.6595265091678
A022050,탄산음료,A,1.6,비계절ETS,120.35443921161423,0.0,120.35443921161423,120.35443921161423
A022060,기타음료,A,0.6,비계절ETS,123.81114914214436,1.1336627810858315,123.13095147349286,123.13095147349286
B011010,소주,A,1.7,비계절ETS,109.06575081185773,0.0,109.06575081185773,109.06575081185773
B011020,과실주,A,0.8,비계절ETS,103.1681621892554,0.0,103.1681621892554,103.1681621892554
B011030,맥주,A,3.0,비계절ETS,116.3531963802829,0.1398933180323448,116.26926038946348,116.26926038946348
B011040,막걸리,A,0.5,비계절ETS,124.3457315882163,0.0,124.3457315882163,124.3457315882163
B011050,양주,A,0.4,비계절ETS,114.18802063022667,0.0,114.18802063022667,114.18802063022667
B011060,약주,A,0.1,비계절ETS,105.95758383022834,0.0,105.95758383022834,105.95758383022834
C011010,남자외의,A,4.4,비계절ETS,120.42416814374822,0.2274164206640113,120.28771829134982,120.28771829134982
C011020,남자상의,A,1.5,비계절ETS,115.19250711633984,0.1487662954878554,115.10324733904712,115.10324733904712
C011030,남자하의,A,1.3,비계절ETS,123.82494721090497,0.2012192239798338,123.70421567651708,123.70421567651708
C011040,남자내의,A,0.7,비계절ETS,111.50071933856674,0.0,111.50071933856674,111.50071933856674
C012010,여자외의,A,6.2,비계절ETS,115.88489227314535,0.1353903786820348,115.80365804593612,115.80365804593612
C012020,원피스,A,1.8,비계절ETS,135.7653964321759,0.0,135.7653964321759,135.7653964321759
C012030,여자상의,A,1.5,비계절ETS,117.497802750836,0.0589225278356574,117.4624492341346,117.4624492341346
C012040,여자하의,A,2.4,비계절ETS,124.03087129502975,0.0,124.03087129502975,124.03087129502975
C012050,여자내의,A,1.8,비계절ETS,110.1554909758294,0.0,110.1554909758294,110.1554909758294
C013010,점퍼,A,3.3,비계절ETS,120.68587747061387,0.1089778802277147,120.62049074247724,120.62049074247724
C013020,티셔츠,A,4.6,비계절ETS,123.93364575784052,0.1758998174094396,123.82810586739484,123.82810586739484
C013030,스웨터,A,0.6,비계절ETS,118.80108646762002,0.07247472039649,118.75760163538212,118.75760163538212
C013040,청바지,A,1.6,비계절ETS,124.65956755335895,0.0,124.65956755335895,124.65956755335895
C013050,운동복,A,2.3,비계절ETS,112.64023935112604,0.0,112.64023935112604,112.64023935112604
C013060,등산복,A,0.5,비계절ETS,110.45386276669544,0.0,110.45386276669544,110.45386276669544
C014010,유아동복,A,4.6,비계절ETS,120.19308611686009,0.2412134887557281,120.04835802360664,120.04835802360664
C015010,양말,A,0.9,비계절ETS,104.29316297836267,0.0,104.29316297836267,104.29316297836267
C015020,모자,A,0.6,비계절ETS,113.3377086428278,0.0588252744934128,113.30241347813175,113.30241347813175
C015030,장갑,A,0.2,비계절ETS,158.16103801629137,0.2569739915145703,158.00685362138262,158.00685362138262
C016010,의복수선료,A,0.2,비계절ETS,135.60348744842116,0.0,135.60348744842116,135.60348744842116
C016020,세탁료,A,1.1,비계절ETS,155.62180206113226,0.0,155.62180206113226,155.62180206113226
C021010,아동화,A,0.9,비계절ETS,116.35615130599152,0.1892226485637754,116.24261771685325,116.24261771685325
C021020,구두,A,2.0,비계절ETS,114.43767462108042,0.5549483331159522,114.10470562121084,114.10470562121084
C021030,운동화,A,4.4,비계절ETS,115.04834723667656,0.0,115.04834723667656,115.04834723667656
C021040,실내화,A,0.2,비계절ETS,128.00596857490336,0.0,128.00596857490336,128.00596857490336
D011010,전세,A,54.2,비계절ETS,106.3260651240192,0.0,106.3260651240192,106.26
D011020,월세,A,44.9,비계절ETS,105.9465907366708,0.0,105.9465907366708,105.92
D031010,주택수선재료,A,3.4,비계절ETS,127.9757455651619,-0.5913652523651933,128.33056471658102,128.33056471658102
D031020,설비수리비,A,5.9,비계절ETS,126.57457038266789,-0.1116848555302828,126.64158129598606,126.64158129598606
D041010,상수도료,A,4.5,비계절ETS,119.66225551461278,0.0,119.66225551461278,119.66225551461278
D042010,공동주택관리비,A,21.8,비계절ETS,131.4394371245893,0.0,131.4394371245893,131.4394371245893
E011010,장롱,A,1.3,비계절ETS,127.97286058691296,0.0,127.97286058691296,127.97286058691296
E011020,침대,A,2.7,비계절ETS,134.30023021165894,0.0,134.30023021165894,134.30023021165894
E011030,거실장,A,0.4,비계절ETS,128.1303053247991,0.0,128.1303053247991,128.1303053247991
E011040,소파,A,1.3,비계절ETS,137.32499552762135,0.0,137.32499552762135,137.32499552762135
E011050,책상,A,0.4,비계절ETS,131.22206204100496,0.0,131.22206204100496,131.22206204100496
E011060,의자,A,0.4,비계절ETS,120.25403521680887,0.0,120.25403521680887,120.25403521680887
E011070,식탁,A,0.9,비계절ETS,130.68117577057853,0.0,130.68117577057853,130.68117577057853
E011080,싱크대,A,1.3,비계절ETS,158.32774257719566,0.8771144226887438,157.80147392358242,157.80147392358242
E021010,침구,A,2.6,비계절ETS,117.22091767103312,0.1840179542763683,117.11050689846728,117.11050689846728
E021020,커튼,A,0.4,비계절ETS,107.97533851535636,0.0,107.97533851535636,107.97533851535636
E031010,전기밥솥,A,0.5,비계절ETS,98.06448129810572,0.0,98.06448129810572,98.06448129810572
E031020,가스레인지,A,0.4,비계절ETS,105.7502317953139,0.0,105.7502317953139,105.7502317953139
E031030,전자레인지,A,0.1,비계절ETS,107.09129764600893,-1.5327438834325473,108.01094397606846,108.01094397606846
E031040,전기레인지,A,0.2,비계절ETS,99.33387378173413,-0.3301329153227452,99.53195353092778,99.53195353092778
E031050,냉장고,A,2.4,비계절ETS,99.527004355957,0.0,99.527004355957,99.527004355957
E031060,김치냉장고,A,1.1,비계절ETS,111.00510684530006,-0.4805355845571384,111.29342819603434,111.29342819603434
E031070,에어컨,A,1.5,비계절ETS,121.59532921556443,-1.5060693229046769,122.49897080930724,122.49897080930724
E031080,선풍기,A,0.4,비계절ETS,90.7389797416076,0.0,90.7389797416076,90.7389797416076
E031090,공기청정기,A,0.6,비계절ETS,91.803084720357,0.0,91.803084720357,91.803084720357
E031100,세탁기,A,1.0,비계절ETS,103.3142954169386,-0.5704122784611153,103.65654278401529,103.65654278401529
E031110,의류건조기,A,1.1,비계절ETS,111.89909394327267,0.0,111.89909394327267,111.89909394327267
E031120,식기세척기,A,0.2,비계절ETS,101.718073480237,0.0,101.718073480237,101.718073480237
E031130,청소기,A,1.1,비계절ETS,98.60415189245234,0.0,98.60415189245234,98.60415189245234
E031140,소형주방가전,A,0.8,비계절ETS,113.1145931513568,0.0,113.1145931513568,113.1145931513568
E031150,보온매트,A,0.4,비계절ETS,114.89455771279736,0.0,114.89455771279736,114.89455771279736
E032010,가전제품수리비,A,2.4,비계절ETS,161.9894805142925,0.0,161.9894805142925,161.9894805142925
E032020,가전제품렌탈비,A,2.5,비계절ETS,97.2140710416646,0.0,97.2140710416646,97.2140710416646
E041010,식기,A,0.8,비계절ETS,129.10328398558494,0.0,129.10328398558494,129.10328398558494
E041020,컵,A,0.5,비계절ETS,106.91834511491696,0.0,106.91834511491696,106.91834511491696
E041030,솥,A,0.2,비계절ETS,122.20046502418036,0.0,122.20046502418036,122.20046502418036
E041040,프라이팬,A,0.6,비계절ETS,132.25495693777785,0.0,132.25495693777785,132.25495693777785
E041050,냄비,A,0.5,비계절ETS,129.55894120334438,0.0,129.55894120334438,129.55894120334438
E041060,수저,A,0.3,비계절ETS,114.63829131709149,0.0,114.63829131709149,114.63829131709149
E041070,밀폐용기,A,0.7,비계절ETS,126.28489039596154,0.0,126.28489039596154,126.28489039596154
E041080,부엌용용구,A,0.4,비계절ETS,129.8183588176978,-1.689463950877948,130.83203718822458,130.83203718822458
E051010,보일러,A,1.5,비계절ETS,120.3668583492978,0.0,120.3668583492978,120.3668583492978
E051020,건전지,A,0.3,비계절ETS,150.60569875405605,0.0,150.60569875405605,150.60569875405605
E051030,소형가사용품,A,1.3,비계절ETS,118.4993733409928,0.0,118.4993733409928,118.4993733409928
E061010,세탁세제,A,1.7,비계절ETS,127.9609448698091,0.0,127.9609448698091,127.9609448698091
E061020,섬유유연제,A,0.1,비계절ETS,154.32476020584798,0.0,154.32476020584798,154.32476020584798
E061030,전구,A,0.2,비계절ETS,109.541108741287,0.0,109.541108741287,109.541108741287
E061040,부엌용세제,A,0.6,비계절ETS,122.8303669670782,0.0,122.8303669670782,122.8303669670782
E061050,청소용세제,A,0.2,비계절ETS,139.98558473370608,0.0,139.98558473370608,139.98558473370608
E061060,살충제,A,0.3,비계절ETS,131.92870134371483,0.0,131.92870134371483,131.92870134371483
E061070,가정용비닐용품,A,0.6,비계절ETS,154.94013446884995,0.0,154.94013446884995,154.94013446884995
E061080,키친타월,A,1.0,비계절ETS,135.02782500044154,0.0,135.02782500044154,135.02782500044154
E061090,방향제,A,0.3,비계절ETS,133.43665220108733,0.0,133.43665220108733,133.43665220108733
E061100,습기제거제,A,0.1,비계절ETS,145.7915131877434,0.0,145.7915131877434,145.7915131877434
E062010,가사도우미료,A,2.4,비계절ETS,124.04834178493256,0.0,124.04834178493256,124.04834178493256
E062020,간병도우미료,A,2.6,비계절ETS,145.54511953628707,0.0,145.54511953628707,145.54511953628707
F011010,감기약,A,0.4,비계절ETS,128.49480689269754,0.0,128.49480689269754,128.49480689269754
F011020,진통제,A,0.4,비계절ETS,120.27580340610936,0.0,120.27580340610936,120.27580340610936
F011030,소화제,A,0.3,비계절ETS,123.36347059122888,0.0,123.36347059122888,123.36347059122888
F011040,위장약,A,0.2,비계절ETS,108.03762696575517,-0.1180940498692137,108.1084833956767,108.1084833956767
F011050,진해거담제,A,0.2,비계절ETS,115.23549184040836,0.0,115.23549184040836,115.23549184040836
F011060,소염진통제,A,0.6,비계절ETS,115.43748688813646,0.0,115.43748688813646,115.43748688813646
F011070,피부질환제,A,0.3,비계절ETS,115.2846059553115,0.0,115.2846059553115,115.2846059553115
F011080,치과구강용약,A,0.3,비계절ETS,111.86859842817492,0.0,111.86859842817492,111.86859842817492
F011090,조제약,A,5.8,비계절ETS,92.403317127532,0.0,92.403317127532,92.403317127532
F011100,한방약,A,2.7,비계절ETS,134.5167365126964,0.0,134.5167365126964,134.5167365126964
F011110,인삼,A,0.3,비계절ETS,130.73011700003414,-1.2686540136489814,131.49130940822354,131.49130940822354
F011120,홍삼,A,1.1,비계절ETS,108.8081378706668,0.0,108.8081378706668,108.8081378706668
F011130,비타민제,A,1.2,비계절ETS,113.4491489193702,-0.1392486743205196,113.53269812396252,113.53269812396252
F011140,건강기능식품,A,6.5,비계절ETS,102.69047212125416,0.1067084609900964,102.6264470446601,102.6264470446601
F011150,유산균,A,1.2,비계절ETS,101.19286160941586,0.0,101.19286160941586,101.19286160941586
F011160,병원약품,A,3.5,비계절ETS,92.15845537700892,0.0,92.15845537700892,92.15845537700892
F012010,종이기저귀,A,1.4,비계절ETS,116.7813950970564,0.0,116.7813950970564,116.7813950970564
F012020,생리대,A,1.0,비계절ETS,109.85543806424342,0.0,109.85543806424342,109.85543806424342
F012030,마스크,A,1.6,비계절ETS,70.81494049509347,0.0,70.81494049509347,70.81494049509347
F012040,반창고,A,0.1,비계절ETS,103.28274373579283,-0.1722990410350178,103.38612316041385,103.38612316041385
F012050,안경,A,1.0,비계절ETS,101.88077180909072,0.0,101.88077180909072,101.88077180909072
F012060,콘택트렌즈,A,1.4,비계절ETS,106.13260300676332,0.0,106.13260300676332,106.13260300676332
F012070,의료측정기,A,0.2,비계절ETS,99.5886501985322,0.0,99.5886501985322,99.5886501985322
F012080,보청기,A,0.6,비계절ETS,102.9145091646133,0.0,102.9145091646133,102.9145091646133
F012090,건강기기렌탈비,A,1.5,비계절ETS,118.10175683092083,0.0,118.10175683092083,118.10175683092083
F012100,치료재료,A,1.5,비계절ETS,101.86998543108656,0.0,101.86998543108656,101.86998543108656
F021020,건강검진비,A,1.2,비계절ETS,108.70398943735452,-0.1613616857147401,108.80080644878336,108.80080644878336
F022020,치과보철료,A,6.8,비계절ETS,107.2756303261021,-0.2608982565202993,107.43216928001428,107.43216928001428
F031020,병원검사료,A,1.1,비계절ETS,63.443930337595184,0.0,63.443930337595184,63.443930337595184
G011010,소형승용차,A,1.0,비계절ETS,107.95722222054503,0.0,107.95722222054503,107.95722222054503
G011020,중형승용차,A,1.0,비계절ETS,104.29611082458966,0.0,104.29611082458966,104.29611082458966
G011030,대형승용차,A,3.2,비계절ETS,115.41101921630492,0.0,115.41101921630492,115.41101921630492
G011040,경승용차,A,0.6,비계절ETS,108.25491598226488,0.0,108.25491598226488,108.25491598226488
G011050,다목적승용차,A,7.7,비계절ETS,112.91189495792273,0.0,112.91189495792273,112.91189495792273
G011060,수입승용차,A,9.3,비계절ETS,107.4319382553574,0.0,107.4319382553574,107.4319382553574
G011070,전기동력차,A,5.1,비계절ETS,106.24511997230783,0.0,106.24511997230783,106.24511997230783
G011080,자전거,A,0.5,비계절ETS,139.33640784367535,-0.4198931739980433,139.58834374807418,139.58834374807418
G022010,자동차용품,A,0.9,비계절ETS,116.58722594287704,-0.2401071176260458,116.73129021345268,116.73129021345268
G022020,블랙박스,A,0.2,비계절ETS,102.11112570918176,-0.3583014395286241,102.32610657289894,102.32610657289894
G022030,자동차타이어,A,0.9,비계절ETS,121.11145378806152,0.0,121.11145378806152,121.11145378806152
G022040,자동차수리비,A,6.3,비계절ETS,125.2934859721976,0.0,125.2934859721976,125.2934859721976
G022050,엔진오일교체료,A,1.0,비계절ETS,157.25218537701505,0.0,157.25218537701505,157.25218537701505
G022060,세차료,A,0.5,비계절ETS,141.38911327549448,0.0,141.38911327549448,141.38911327549448
G023010,자동차학원비,A,0.5,비계절ETS,116.3932145206337,0.0,116.3932145206337,116.3932145206337
G023020,주차료,A,1.2,비계절ETS,113.12537820646682,0.099762717764681,113.065520575808,113.065520575808
G023040,승용차임차료,B,3.2,계절ETS,91.44460277538732,0.0,91.44460277538732,91.44460277538732
G023050,대리운전이용료,A,0.4,비계절ETS,138.59830993467037,0.0,138.59830993467037,138.59830993467037
G023060,자동차검사료,A,0.3,비계절ETS,100.0,0.0,100.0,100.0
G033010,국내항공료,B,1.0,계절ETS,137.98754024782886,0.0,137.98754024782886,137.98754024782886
G033030,여객선료,A,0.2,비계절ETS,131.64231119559136,0.0,131.64231119559136,131.64231119559136
G034010,이삿짐운송료,A,1.0,비계절ETS,136.798733368454,0.0,136.798733368454,136.798733368454
G034020,택배이용료,A,1.9,비계절ETS,114.67390166178404,0.0,114.67390166178404,114.67390166178404
H021010,휴대전화기,A,10.4,비계절ETS,101.70097854756834,-0.4010490890498441,101.94160800099824,101.94160800099824
H031040,휴대전화기수리비,A,0.4,비계절ETS,107.77495972153062,0.0,107.77495972153062,107.77495972153062
I011010,TV,A,1.9,비계절ETS,88.15462067341487,-1.171440363524065,88.85748489152931,88.85748489152931
I011020,영상음향기기,A,0.9,비계절ETS,100.18720053874124,0.0,100.18720053874124,100.18720053874124
I012010,컴퓨터,A,3.0,비계절ETS,117.01897372545972,0.0,117.01897372545972,117.01897372545972
I012020,컴퓨터수리비,A,0.1,비계절ETS,208.18091607030087,0.0,208.18091607030087,208.18091607030087
I012030,휴대용멀티미디어기기,A,1.2,비계절ETS,149.9974920586041,0.0,149.9974920586041,149.9974920586041
I012040,컴퓨터소모품,A,0.7,비계절ETS,127.7751882025858,0.1051736770564441,127.71208399635194,127.71208399635194
I012050,저장장치,A,0.1,비계절ETS,214.8948060901137,0.0,214.8948060901137,214.8948060901137
I021010,악기,A,0.3,비계절ETS,106.54172278880012,0.0,106.54172278880012,106.54172278880012
I021020,헬스기구,A,1.1,비계절ETS,116.04417600583326,0.0,116.04417600583326,116.04417600583326
I031010,장난감,A,2.9,비계절ETS,101.40447233331628,-0.1758878776121903,101.5100050598836,101.5100050598836
I031020,레저용품,A,1.6,비계절ETS,112.94932781914557,-0.1979725650427374,113.0681113581712,113.0681113581712
I031030,운동용품,A,2.1,비계절ETS,105.7085020945722,0.0,105.7085020945722,105.7085020945722
I031040,화초,A,0.7,비계절ETS,136.4300000976026,0.0,136.4300000976026,136.4300000976026
I031050,원예용품,A,0.4,비계절ETS,121.17193914097614,0.0,121.17193914097614,121.17193914097614
I031060,반려동물용품,A,3.3,비계절ETS,123.15408971876327,0.0,123.15408971876327,123.15408971876327
I031070,반려동물관리비,A,2.6,비계절ETS,115.40722139673488,-0.1787455696801577,115.51446873854296,115.51446873854296
I041010,수영장이용료,A,0.2,비계절ETS,114.2950009243212,0.0,114.2950009243212,114.2950009243212
I041020,볼링장이용료,A,0.2,비계절ETS,109.90170742712276,0.0,109.90170742712276,109.90170742712276
I041030,헬스클럽이용료,A,1.5,비계절ETS,109.13610718255411,0.0,109.13610718255411,109.13610718255411
I041040,골프연습장이용료,A,2.3,비계절ETS,103.96576146119764,0.0791551202027894,103.91826838907598,103.91826838907598
I041050,골프장이용료,A,3.0,비계절ETS,120.89638350620748,0.0,120.89638350620748,120.89638350620748
I041060,당구장이용료,A,0.5,비계절ETS,109.10833825528864,0.0,109.10833825528864,109.10833825528864
I041070,노래방이용료,A,0.5,비계절ETS,123.5853258696335,0.0,123.5853258696335,123.5853258696335
I041080,PC방이용료,A,0.3,비계절ETS,115.98659016976016,0.0,115.98659016976016,115.98659016976016
I041090,놀이시설이용료,A,2.3,비계절ETS,129.31251616544475,-1.8739161580255868,130.4368658602601,130.4368658602601
I041100,운동경기관람료,A,0.2,비계절ETS,133.77913198873236,0.0,133.77913198873236,133.77913198873236
I042010,영화관람료,A,1.0,비계절ETS,128.81002998546916,0.0,128.81002998546916,128.81002998546916
I042020,공연예술관람료,A,0.7,비계절ETS,116.0618615456208,0.0,116.0618615456208,116.0618615456208
I042030,관람시설이용료,A,0.6,비계절ETS,111.5029769148456,0.0,111.5029769148456,111.5029769148456
I042040,독서실비,A,0.8,비계절ETS,98.93662196441932,0.0,98.93662196441932,98.93662196441932
I042050,문화강습료,A,0.9,비계절ETS,117.61072739267507,0.0,117.61072739267507,117.61072739267507
I042060,온라인콘텐츠이용료,A,8.0,비계절ETS,111.55872815790212,0.1047055264922628,111.49590484200677,111.49590484200677
I042080,사진서비스료,A,1.7,비계절ETS,126.34116317994346,0.0,126.34116317994346,126.34116317994346
I051010,유아용학습교재,A,0.3,비계절ETS,115.53543655375334,0.0624927820950939,115.49794088449627,115.49794088449627
I051020,초등학교학습서,A,0.6,비계절ETS,111.44321061246708,0.0,111.44321061246708,111.44321061246708
I051030,중학교학습서,A,0.6,비계절ETS,119.8452379384333,0.0,119.8452379384333,119.8452379384333
I051040,고등학교학습서,A,0.6,비계절ETS,140.41660834300774,0.0,140.41660834300774,140.41660834300774
I051050,대학교재,A,0.2,비계절ETS,103.16346789072954,0.1362835201452578,103.08169777864238,103.08169777864238
I051060,서적,A,1.5,비계절ETS,113.52482541932136,0.0,113.52482541932136,113.52482541932136
I052010,신문,A,0.4,비계절ETS,120.4452596361021,0.0767134197266017,120.39923158426612,120.39923158426612
I053010,종이문구,A,0.5,비계절ETS,125.65496602818156,0.0,125.65496602818156,125.65496602818156
I053020,기타문구,A,0.1,비계절ETS,130.57341715030353,-0.5017982625660574,130.87449610784316,130.87449610784316
I053030,필기구,A,0.4,비계절ETS,118.0105945593535,-0.2290967590619791,118.1480526147907,118.1480526147907
I053040,회화용구,A,0.2,비계절ETS,118.79835009916302,0.0,118.79835009916302,118.79835009916302
