품목코드,품목명,Tier,가중치,모델,pred_2025-08,actual_2025-08,pred_2025-09,actual_2025-09,pred_2025-10,actual_2025-10,pred_2025-11,actual_2025-11,pred_2025-12,actual_2025-12,pred_2026-01,actual_2026-01,pred_2026-02,actual_2026-02,pred_2026-03,actual_2026-03,pred_2026-04,actual_2026-04,pred_2026-05,actual_2026-05,pred_2026-06,actual_2026-06,pred_2026-07,actual_2026-07
A021020,차,A,0.9,비계절ETS,130.4160997955109,127.66,129.46701162562553,121.06,125.63551676958781,132.63,129.13306422431288,131.15,130.29356676608998,130.44,130.64250719339014,136.3,133.43849442216555,134.21,134.14227651493977,128.18,131.86169975170344,131.13,131.8177245903203,129.93,131.2402777688549,128.13,130.06799632260183,120.29
A022010,주스,A,1.4,비계절ETS,135.08630343634914,135.36,135.8576054499468,136.19,136.6931104196619,135.58,136.169517332529,135.91,136.40426799213762,136.26,136.73449151126104,136.3,136.78113950370857,136.78,137.2175032147648,136.73,137.19087284666017,136.52,136.96890386407154,136.45,136.86232490965173,136.56,136.9386466905797,136.41
A022020,두유,A,0.8,비계절ETS,127.53125543597687,124.18,125.29475737972733,125.29,125.50836933189825,128.38,127.8170100951816,123.67,125.08833225861993,124.92,125.16775081725275,125.29,125.45320601274638,124.66,125.08398981234912,126.28,126.1268622653081,126.09,126.30097119225057,127.04,127.02731295853562,127.23,127.37772381890083,126.71
A022030,생수,A,1.3,비계절ETS,116.40870104466202,116.55,116.66808285810455,116.88,116.98977581004205,117.27,117.37286751303124,117.41,117.54900869145995,116.35,116.65526562784419,117.44,117.45858517435761,117.54,117.66528174847794,117.21,117.41023386417804,117.5,117.61789365681724,117.5,117.64735628933006,116.95,117.17586258886143,117.03
A022040,기능성음료,A,0.5,비계절ETS,120.53014666408868,120.7,120.78204674276533,121.16,121.33483901982899,121.42,121.58445333817329,121.2,121.22080485338434,120.94,120.87550936396084,121.06,121.06167308929484,121.38,121.47298235626216,121.59,121.69814885151345,120.81,120.64201106737012,120.16,119.88515940641312,121.05,121.16125918554178,120.7
A022050,탄산음료,A,1.6,비계절ETS,118.78916918731056,117.89,118.411090432925,116.97,117.67039211533404,115.71,116.56641260900246,118.66,118.07299595407164,119.88,119.41157937153224,120.34,120.2046490277739,120.69,120.71789661987076,112.74,115.84157658043937,119.55,118.30377399234322,118.99,118.87420861836229,119.47,119.39630968110718,120.71
A022060,기타음료,A,0.6,비계절ETS,121.85684970644546,123.68,123.08924977358804,123.63,123.63451357532938,126.46,125.42760745803082,126.37,126.24547981831033,124.36,125.52493384767779,126.33,126.24109521826682,124.34,125.50383512658881,123.82,124.8440894043943,121.9,123.43217088957493,122.0,122.8088987420544,122.27,122.68188730563577,124.38
B011010,소주,A,1.7,비계절ETS,108.56930106486249,108.44,108.4989419406268,108.64,108.69871485428625,108.39,108.44827494318704,108.44,108.49797967955527,108.52,108.57769999524128,108.54,108.59739416626353,108.56,108.61709019321951,108.67,108.72682855439557,108.92,108.97663037247752,108.92,108.97632229748896,108.96,109.01603359934737,109.01
B011020,과실주,A,0.8,비계절ETS,102.95291316029159,99.68,102.33463918371328,105.44,102.93064434606642,102.78,102.90781108771145,101.99,102.74027091549023,98.83,102.00615405650768,103.91,102.37405164284446,106.06,103.06695448362491,106.32,103.68542183229196,100.95,103.17421148721169,102.87,103.12343404742519,104.61,103.40407907084649,102.1
B011030,맥주,A,3.0,비계절ETS,115.9264023011967,115.71,115.8898456548735,115.87,116.04845159140625,115.84,116.01251683211603,116.0,116.17135667311993,115.79,115.95191336337656,116.12,116.28471807569318,116.19,116.35185213399365,116.17,116.32723391332138,116.15,116.30286503219145,115.98,116.12582499552119,116.22,116.36686575747324,116.21
B011040,막걸리,A,0.5,비계절ETS,123.13819549696598,123.32,123.35563214452398,123.51,123.57001870226075,123.19,123.16059405243583,123.14,123.112279443361,123.14,123.12346777331663,123.4,123.44302936521613,123.34,123.3534604633894,123.43,123.45632856455352,123.41,123.42164432226599,123.72,123.78996738333836,123.88,123.9543196870412,124.23
B011050,양주,A,0.4,비계절ETS,111.63894825144146,117.86,113.14275311136726,109.11,111.8775648231768,118.48,113.42930443551624,109.34,112.3555766239973,107.89,111.03414958446213,112.28,111.10598956433958,116.95,112.46869865301169,116.88,113.70022290328816,110.21,112.93104867199668,112.96,112.97191539262562,118.3,114.37301894096616,112.98
B011060,약주,A,0.1,비계절ETS,105.25653284111375,105.2,105.2081367958795,105.22,105.22925587382947,105.31,105.33609754105441,105.44,105.48494722582389,105.57,105.62568247010654,105.53,105.55237047811028,105.42,105.40724422479772,105.45,105.44969819783107,105.56,105.58528916712996,105.61,105.63595284059959,105.79,105.84644923199093,105.9
C011010,남자외의,A,4.4,비계절ETS,119.93717436905476,119.65,119.92517198444702,119.65,119.91436445459847,119.65,119.90452714299009,120.22,120.44774890577884,120.22,120.472942599804,120.22,120.46620194018429,120.22,120.45806634215549,120.22,120.45040661066895,120.22,120.44321612436234,120.22,120.43645937125792,120.22,120.43014813535507,120.22
C011020,남자상의,A,1.5,비계절ETS,113.22332280424567,113.09,113.21871384301485,113.09,113.21437868196782,113.09,113.21034579527546,115.06,115.15415515786128,115.06,115.22566130627035,115.06,115.22234935395457,115.06,115.21634832236309,115.06,115.21076765148116,115.06,115.20564344633488,115.06,115.20092688298956,115.06,115.19656211580393,115.06
C011030,남자하의,A,1.3,비계절ETS,123.89551093165252,123.64,123.88766710033299,123.64,123.87997340950244,123.64,123.87285798732684,123.64,123.86618967506806,123.64,123.85995732785419,123.64,123.85409917632413,123.64,123.84857132995981,123.64,123.84333560721858,123.64,123.8384003280128,123.64,123.83369215741251,123.64,123.82921674495121,123.64
C011040,남자내의,A,0.7,비계절ETS,109.29292860199706,109.98,110.11448779259031,110.05,110.18473465488867,110.06,110.1621402529004,110.34,110.46574827920051,110.4,110.51204360493284,110.7,110.83834059550585,111.07,111.24923216062203,111.15,111.30807226658153,111.19,111.31458744860696,111.32,111.4353305278295,111.4,111.50264945701714,111.42
C012010,여자외의,A,6.2,비계절ETS,111.34353991266585,111.25,111.34154461349247,111.25,111.33959856367694,115.76,115.89971735583316,115.76,115.91143012386763,115.76,115.9075767431886,115.76,115.90375099385072,115.76,115.90016874836067,115.76,115.89677162568789,115.76,115.89357168691369,115.76,115.89041609574203,115.76,115.88766312153723,115.76
C012020,원피스,A,1.8,비계절ETS,127.251330885483,126.92,127.23899556214583,126.92,127.22768665204518,126.92,127.21724377876922,127.51,127.78530653347806,127.51,127.80377977635662,127.51,127.79578802535504,127.51,127.78708635604656,127.51,127.77887596306604,127.51,127.77115597268758,135.33,135.32055641807617,135.33,135.75781638089632,135.33
C012030,여자상의,A,1.5,비계절ETS,114.66028363071837,114.6,114.65996501287749,114.6,114.65963562191448,117.44,117.38442984049227,117.44,117.49582407983239,117.44,117.49988066324738,117.44,117.49972749745416,117.44,117.4994072655382,117.44,117.49908255380565,117.44,117.49875955614803,117.44,117.49843863445594,117.44,117.49811965961196,117.44
C012040,여자하의,A,2.4,비계절ETS,119.18648920340368,119.02,119.18259987726995,119.02,119.17890475537861,119.02,119.17539180134334,119.02,119.17203850462113,119.02,119.16884267335084,119.02,119.16577643175765,119.02,119.16284311736082,119.02,119.16003349076601,119.02,119.15733207985834,123.83,123.87803026472272,123.83,124.03056762053907,123.83
C012050,여자내의,A,1.8,비계절ETS,109.27001273484055,109.52,109.57264197812859,109.52,109.59480033938301,109.58,109.65135980520985,109.57,109.64509817817293,109.63,109.69950244449785,109.65,109.72120492152665,109.58,109.65617389853684,109.64,109.7061462858152,109.27,109.36257530419458,109.67,109.70923085884841,109.79,109.84713797397823,110.11
C013010,점퍼,A,3.3,비계절ETS,113.48791150995895,113.42,113.48753888770129,113.42,113.48717141844676,114.47,114.52669830252793,120.59,120.7170717496959,120.59,120.71274253451831,120.59,120.70860109712292,120.59,120.7046105794804,120.59,120.7007571914369,120.59,120.69699446333664,120.59,120.69329473040891,120.59,120.68960921958052,120.59
C013020,티셔츠,A,4.6,비계절ETS,123.98455943388326,123.77,123.97903927671956,123.77,123.97379857342176,123.77,123.96884584782433,123.77,123.96413461863064,123.77,123.95969055792621,123.77,123.95544598341807,123.77,123.95139660051721,123.77,123.94753258781914,123.77,123.94382368875011,123.77,123.94030006047251,123.77,123.93689998347955,123.77
C013030,스웨터,A,0.6,비계절ETS,119.72644517206375,119.65,119.72602408663268,119.65,119.72560573359198,119.65,119.72519008206835,118.73,118.84091206813017,118.73,118.8052954634839,118.73,118.80351832340935,118.73,118.80306211233929,118.73,118.80266025574234,118.73,118.80226308948498,118.73,118.80186832646923,118.73,118.80147621493376,118.73
C013040,청바지,A,1.6,비계절ETS,118.5194351788522,118.34,118.51537985816528,118.34,118.51150109457895,118.34,118.50778622065693,121.22,121.3293755697974,121.22,121.42749703800946,121.22,121.42619129985081,121.22,121.42121893835885,121.22,121.41636683164558,121.22,121.41174413680721,124.42,124.53800241048054,124.42,124.66078437225693,124.42
C013050,운동복,A,2.3,비계절ETS,109.86938561425116,109.77,109.89205985000186,109.77,109.89178059457048,109.77,109.88984459193608,109.77,109.88784761283806,109.77,109.88590870853137,109.77,109.88403316899488,109.77,109.88221155108249,109.77,109.88044825770889,109.77,109.8787379565949,109.77,109.87707554490716,109.77,109.87546109293436,112.73
C013060,등산복,A,0.5,비계절ETS,106.81421492518491,106.81,106.81468349659107,106.81,106.8145990050071,106.81,106.81448404888548,106.81,106.81437119138688,106.81,106.81426098391405,106.81,106.81415395052937,106.81,106.81404956192277,106.81,106.81394784618153,106.81,106.81384841607732,110.44,110.24721663169932,110.44,110.44603521025596,110.44
C014010,유아동복,A,4.6,비계절ETS,117.92117505281018,117.84,117.91350739554869,117.84,117.90598306221617,117.84,117.89916898347539,120.61,120.50706163499754,120.61,120.79174164979726,120.61,120.80565857210381,120.61,120.79053313078997,120.61,120.77373122819614,120.61,120.75823149261744,120.11,120.27132500357672,120.11,120.20780150525033,120.11
C015010,양말,A,0.9,비계절ETS,103.81745583837956,104.05,103.9845836170438,103.77,103.82255429448314,103.82,103.80729952184618,104.13,104.04499505935532,104.14,104.13331146662202,104.37,104.33885526244251,104.26,104.3167291617165,104.25,104.29589479439336,104.25,104.2845429184331,104.2,104.23839022019186,104.24,104.25171243105301,104.29
C015020,모자,A,0.6,비계절ETS,113.34163407216224,113.28,113.34130081601715,113.28,113.34095739401774,113.28,113.34062630749538,113.28,113.34029331669696,113.28,113.3399619800539,113.28,113.33962976076353,113.28,113.33930868912145,113.28,113.33898103914692,113.28,113.3386619647735,113.28,113.3383421911457,113.28,113.33802800200942,113.28
C015030,장갑,A,0.2,비계절ETS,148.49794798054583,148.23,148.44989358050856,148.23,148.42651978350216,148.26,148.4379995127446,156.26,156.95141001568996,156.18,156.8153142034499,156.18,156.76750635820713,156.49,157.0514008777638,156.49,157.00821981115539,156.63,157.11629929453068,157.12,157.5977998489851,157.29,157.74061775844532,157.72
C016010,의복수선료,A,0.2,비계절ETS,123.73232672046407,123.88,124.25320403498007,123.98,124.32791969005727,124.38,124.73066281155589,124.74,125.08971067287222,125.11,125.45970126551872,126.19,126.59998708426036,127.22,127.6847891153804,128.23,128.75104003986237,131.51,132.55523725324954,133.06,134.29820947372878,133.81,134.8867231011851,134.6
C016020,세탁료,A,1.1,비계절ETS,135.30191175941073,135.11,135.60990239065967,135.18,135.54402188832043,136.14,136.64348226905977,137.18,137.79387639045444,137.52,138.04766043280364,139.4,140.22547519117694,139.94,140.67646112072987,140.43,141.09087463551654,145.55,147.18545467757923,148.98,151.48864000060078,151.92,154.62400418086122,153.4
C021010,아동화,A,0.9,비계절ETS,116.35096461332647,116.17,116.35589912518975,116.17,116.35883600277896,116.17,116.36043765620643,116.17,116.36115037331854,116.17,116.36126884257936,116.17,116.36100517539383,116.17,116.36046347326567,116.17,116.3597591671731,116.17,116.35894104305409,116.17,116.35805124041535,116.17,116.3571157920806,116.17
C021020,구두,A,2.0,비계절ETS,114.77577798890948,113.25,114.66655801192192,113.25,114.56993791059637,113.25,114.4850221407353,113.25,114.40698604339043,113.25,114.33913937271493,113.25,114.27917092469336,113.81,114.324957796001,113.81,114.36085206649139,113.81,114.38801752230742,113.81,114.4098447751155,113.81,114.42684691408705,113.81
C021030,운동화,A,4.4,비계절ETS,111.41999906228875,111.42,111.41999992513,111.42,111.41999999402194,111.42,111.41999999952269,111.42,111.4199999999619,111.42,111.41999999999696,111.42,111.41999999999976,111.42,111.41999999999999,111.42,111.41999999999999,111.42,111.41999999999999,115.05,114.76015563455813,115.05,115.02849790171939,115.05
C021040,실내화,A,0.2,비계절ETS,127.608145014685,127.6,127.75141448492622,127.54,127.68703929899108,127.58,127.6718873312836,127.63,127.69175069758563,127.69,127.73686299180734,127.69,127.73468887881964,127.86,127.88353486653868,127.89,127.93920040411314,127.34,127.41804186299929,127.57,127.49810097590078,127.9,127.8475372230189,127.97
D011010,전세,A,54.2,비계절ETS,105.13634627008337,105.14,105.2265274663076,105.17,105.22976592682217,105.21,105.25990558275285,105.32,105.39587608583147,105.4,105.47643233425218,105.47,105.54226836206473,105.53,105.59557034318367,105.62,105.69535434389384,105.73,105.81954293129516,105.83,105.92271070352791,105.94,106.03888325494101,106.17
D011020,월세,A,44.9,비계절ETS,104.64824639064348,104.64,104.72386008829193,104.71,104.7879084569779,104.79,104.86688725626486,104.89,104.97263860597167,105.0,105.08995356199082,105.07,105.1526108817307,105.15,105.23000507494673,105.28,105.37391858788763,105.42,105.52733521974218,105.54,105.65006943156033,105.64,105.7452071160157,105.82
D031010,주택수선재료,A,3.4,비계절ETS,119.9111987679327,119.63,119.65124589392119,119.63,119.64208276639266,119.95,120.04639947850828,120.32,120.47894571242361,120.52,120.66624300044988,120.65,120.76926638249124,120.85,120.97382723476156,121.1,121.240577474361,124.5,125.54850163796331,125.85,126.85821486811312,126.17,126.81142088811858,127.28
D031020,설비수리비,A,5.9,비계절ETS,123.0837511586682,123.01,123.31615557203897,123.24,123.5384679486672,123.53,123.82629438994388,123.65,123.93068219437627,123.72,123.98236570405834,123.96,124.21923838425344,124.09,124.3373957457455,124.44,124.6945630686743,125.11,125.3963953863739,125.45,125.73922417882942,125.93,126.23307410294177,126.27
D041010,상수도료,A,4.5,비계절ETS,116.97904042358645,116.55,116.69323727318182,116.51,116.64624459202362,116.76,116.8979522726939,117.01,117.14957475555777,117.38,117.52449827338907,117.89,118.04340272935656,118.54,118.70668997453083,118.55,118.71005646213094,118.55,118.70364593636481,118.87,119.02670734809291,118.87,119.02062984711252,119.5
D042010,공동주택관리비,A,21.8,비계절ETS,126.99673411729353,127.72,127.84749305251334,126.92,127.50427962651369,128.29,128.391306464048,127.06,127.75616597751372,127.81,128.10071323103654,128.3,128.54937640315313,131.63,131.07729841127212,131.33,131.6139439844769,130.76,131.34959958457526,131.7,131.94062558998874,131.06,131.64771887322317,130.91
E011010,장롱,A,1.3,비계절ETS,124.84832319913359,124.61,124.84552309309338,124.61,124.83995970439254,124.61,124.83404342644127,124.61,124.82819169968229,124.61,124.82253126526987,124.61,124.81708489247318,124.61,124.81183528137115,124.61,124.80677258206453,127.74,127.14025338938511,127.74,127.76924625256504,127.74,127.93295564476796,127.74
E011020,침대,A,2.7,비계절ETS,128.0481637624562,127.77,128.0417336700947,127.77,128.03559755635018,127.77,128.02973209782158,127.77,128.02411490531154,127.77,128.01872770878308,127.77,128.01355342109375,127.77,128.0085765318885,127.77,128.0037836685197,127.77,127.99916208091686,127.77,127.99470094800049,133.99,134.2082245043627,133.99
E011030,거실장,A,0.4,비계절ETS,125.88122451778095,125.94,126.16113216012303,125.94,126.24410523070858,125.94,126.26490105750749,125.94,126.26617397361477,125.94,126.26164812044638,125.94,126.25521414514641,125.94,126.24863680505781,125.94,126.2421504785562,127.83,127.559737386444,127.83,127.9709907626593,127.83,128.0956472597395,127.83
E011040,소파,A,1.3,비계절ETS,131.1470074256552,133.29,133.08664967793598,133.29,133.34873928411474,124.84,126.08572014977854,125.82,125.93582706708163,133.29,132.3364139198988,133.29,133.24567583230473,133.29,133.36703753479114,133.29,133.38328465152796,137.23,136.7842557004431,137.23,137.25340681134807,137.23,137.31676574364442,137.23
E011050,책상,A,0.4,비계절ETS,131.27061088571588,129.65,130.12787813611266,129.65,129.8503230760545,129.65,129.78287341431502,129.65,129.76612232406006,129.65,129.76161604998632,129.65,129.7600703109258,129.65,129.75924327822818,129.65,129.7585939969107,131.12,130.87332465179304,131.12,131.14241869236324,131.12,131.20692080642814,131.12
E011060,의자,A,0.4,비계절ETS,112.45468257956837,116.45,116.51629290968518,116.49,116.5559487764697,116.57,116.6356255786372,116.58,116.6452714986834,116.46,116.52485915157139,116.43,116.4944912705248,116.36,116.42410752482495,116.36,116.423758334905,116.6,116.66351787007,116.51,116.57313260524217,116.5,116.56278531065813,120.19
E011070,식탁,A,0.9,비계절ETS,126.42515400207013,126.55,126.73265332417759,126.55,126.78782377990387,124.26,124.90309164845264,124.26,124.53720364105372,126.55,126.35369610919902,126.55,126.69774031584934,126.55,126.76015344479566,126.55,126.76871519278583,130.42,129.93195928058583,130.42,130.5506369833249,130.42,130.66369436379856,130.42
E011080,싱크대,A,1.3,비계절ETS,156.29665112750044,157.27,157.65658923756163,154.06,156.1735570367992,150.83,153.41088165540594,156.82,156.151274548525,156.52,157.01569640612266,157.51,157.96086017002796,157.67,158.42814959649152,157.37,158.41400897873558,157.43,158.42182876136684,157.27,158.30370816089163,157.43,158.33413086861896,157.43
E021010,침구,A,2.6,비계절ETS,117.10448851539762,116.88,117.09834292808804,116.88,117.09243457896362,117.05,117.23378539175046,117.05,117.25160984904385,117.05,117.25002619810154,117.05,117.24584182608034,117.05,117.24129412284539,117.05,117.2367676937153,117.05,117.23252114171108,117.05,117.22856605580931,117.05,117.21911688549677,117.05
E021020,커튼,A,0.4,비계절ETS,105.95335748184283,107.28,106.5857524403668,107.5,107.0172114842681,107.14,107.08117399990009,107.01,107.05490282018518,107.25,107.15235812230166,107.25,107.20453241346542,107.36,107.28358351151337,107.64,107.45612393952082,107.13,107.31129121420108,107.19,107.26162602441224,107.68,107.4626914034393,108.55
E031010,전기밥솥,A,0.5,비계절ETS,99.83354136024931,99.25,99.29957386452031,99.82,99.65024422273228,99.81,99.7125163938916,101.0,100.67864255080767,102.31,101.92507005780077,101.97,101.89990047926699,104.28,103.75985256859988,102.6,102.77432627908695,99.72,100.26094075478204,100.37,100.28552612410712,95.81,96.63093384032517,98.5
E031020,가스레인지,A,0.4,비계절ETS,108.49979451448966,108.67,108.63189369532098,108.96,108.87698048779518,108.23,108.4243907806097,108.7,108.63167024720411,108.54,108.57621138821308,109.16,109.00391937523254,109.02,109.02561283481728,106.38,107.14344649214671,106.75,106.87081286624311,105.16,105.65397362000914,108.47,107.67490079010662,104.96
E031030,전자레인지,A,0.1,비계절ETS,99.60254045192806,99.54,99.55172336178956,99.29,99.33906499702411,99.47,99.4454502196262,100.24,100.09111225496743,99.45,99.57060953207602,99.48,99.49705685611721,98.98,99.07725173001089,99.36,99.3067469814452,101.11,100.77140099990615,100.79,100.78654079675,104.98,104.20453933517527,107.62
E031040,전기레인지,A,0.2,비계절ETS,99.63914585785716,99.43,99.46162839957098,101.56,101.24178923850056,99.8,100.02018267613231,99.69,99.7404346938494,98.81,98.9519882268113,97.42,97.6526253807247,96.65,96.80134469779753,97.16,97.1057565623038,97.46,97.40639577709128,97.44,97.43491546777837,99.1,98.84816462236788,99.42
E031050,냉장고,A,2.4,비계절ETS,103.14487550217378,103.47,103.43864842031199,102.05,102.18616324404427,103.27,103.15966531150455,93.49,94.71324663814045,100.15,99.11564277171368,97.86,98.15296082563086,95.49,96.10496336046495,97.92,97.470218928926,98.5,98.25194545644753,98.53,98.4631141125743,100.26,99.82864884834162,99.42
E031060,김치냉장고,A,1.1,비계절ETS,102.39624069590833,102.45,102.39686981710871,102.83,102.72226596483719,102.99,102.9074308983331,109.8,108.75718665452557,104.87,105.44770976713633,109.49,108.77289369209434,111.04,110.63799317720128,111.04,110.94406096399513,111.04,110.99436691421054,111.04,111.00290552413935,111.04,111.00456622101656,111.04
E031070,에어컨,A,1.5,비계절ETS,114.41494183746865,114.05,114.08279787476975,113.37,113.43224037359491,113.37,113.38068695458729,113.37,113.36970171814555,113.37,113.36926198145864,113.37,113.36923216705087,113.37,113.36923956191525,113.37,113.37511473647301,118.8,118.31364590871411,117.82,117.86353961412235,120.53,120.28281207429634,121.72
E031080,선풍기,A,0.4,비계절ETS,83.90578241659519,94.03,91.26643370096556,94.0,93.32998172791216,94.0,93.85943094993446,94.0,93.99849687076531,94.0,94.03524545991378,94.0,94.04482810691293,94.0,94.04718411775134,94.0,94.04761871316538,87.94,89.59637873820094,92.72,91.91389500091051,89.9,90.48303675794072,90.79
E031090,공기청정기,A,0.6,비계절ETS,91.2557505432747,90.69,90.80416543875127,91.6,91.43436858134064,91.39,91.39761335781796,90.79,90.9137802501854,90.52,90.59959515695212,90.14,90.2330728868638,89.58,89.71266129609654,88.73,88.92964891162404,89.3,89.2225546428173,89.41,89.37005232175595,93.09,92.32785045445594,91.67
E031100,세탁기,A,1.0,비계절ETS,97.74358179821115,96.92,96.9216651128216,98.17,98.15949735869727,98.35,98.34661690963979,97.85,97.94658083795717,99.28,99.29763404229857,99.49,99.5971969521024,100.57,100.5662942573286,100.43,100.43470641275285,100.91,101.00414873119384,101.16,101.25783607433279,102.23,102.30734390152284,103.29
E031110,의류건조기,A,1.1,비계절ETS,103.95331926962315,103.61,103.72089723331649,103.49,103.5643863533646,102.94,103.14326662740848,102.85,102.94424650185238,102.86,102.8862343519116,105.03,104.3225041555747,105.16,104.89716535561837,105.95,105.6284733505735,108.57,107.7793395696085,113.35,112.51036334910455,110.98,111.5670585181114,111.67
E031120,식기세척기,A,0.2,비계절ETS,103.30015932049739,103.58,103.50371216187713,99.51,101.12283973458234,99.6,100.00611682144589,101.32,100.8834114834639,100.74,100.8006457056351,100.32,100.50212268421704,99.31,99.74277361243897,99.45,99.55378257887463,99.58,99.57055017263977,99.46,99.49995873773688,101.66,100.88033832727038,102.09
E031130,청소기,A,1.1,비계절ETS,102.45257263884089,102.52,102.50312868773742,102.17,102.20199097650038,100.17,100.40748739498113,97.24,97.59269806154673,98.6,98.4734089640043,97.82,97.88840838363869,99.58,99.36944978868021,99.81,99.74942153168938,98.77,98.87839675814801,99.14,99.10043976365132,99.16,99.14468889560486,98.54
E031140,소형주방가전,A,0.8,비계절ETS,109.23385771095627,107.1,108.5092359890463,106.09,107.68818683733704,107.31,107.55268585816319,109.33,108.14152089026324,106.63,107.62619944489926,108.21,107.81403705913398,111.51,109.04613361527768,114.11,110.7430216966651,109.58,110.3440202660555,115.55,112.10637989775972,113.0,112.40821549877127,114.5
E031150,보온매트,A,0.4,비계절ETS,109.44993045193053,109.39,109.44952087788894,109.39,109.44911523346926,109.39,109.44871375828585,109.7,109.74057444361037,109.7,109.75742995730297,109.7,109.7580473660449,114.83,114.587886223699,114.83,114.88023971985214,114.83,114.89496710450872,114.83,114.89537470755953,114.83,114.89498493293462,114.83
E032010,가전제품수리비,A,2.4,비계절ETS,151.4755290830779,150.43,151.42765888325067,135.63,136.15671934217497,135.63,135.909346348103,135.63,135.90218664926178,140.08,140.3766049693154,145.54,145.9758439163657,146.45,146.8955516635963,146.45,146.88297279592092,146.45,146.87046330621874,146.45,146.8593744477756,161.24,161.96759785679652,161.24
E032020,가전제품렌탈비,A,2.5,비계절ETS,96.51061663365475,96.51,96.51461138996413,97.21,97.17242642552728,96.69,96.72443991668975,96.69,96.69652731107855,96.69,96.69471308283177,96.69,96.69452169177697,96.69,96.69443269053284,96.69,96.69435147777482,96.69,96.69427215828625,97.21,97.18200006446962,97.21,97.21226471383625,97.21
E041010,식기,A,0.8,비계절ETS,122.74574887713825,125.55,123.89723728084527,122.25,123.60186492332107,125.42,124.4320387402768,120.57,123.41592488177055,121.29,122.94170048212118,121.23,122.58745285998799,120.37,122.05224409040011,124.81,123.15013510542441,124.5,123.79025521344812,124.24,124.14262717941756,130.62,126.45547505722017,133.61
E041020,컵,A,0.5,비계절ETS,105.45107114395833,106.12,105.7250656271887,107.69,106.50985041911939,109.05,107.52812270239883,106.76,107.23570529067189,108.52,107.75543981279371,108.0,107.86456782291933,106.95,107.51556960070903,106.86,107.26873842438823,107.78,107.48191273883867,108.43,107.86746943026485,106.62,107.38717814931752,106.17
E041030,솥,A,0.2,비계절ETS,119.04753415516292,123.08,120.48525858665968,124.93,121.94391005524233,122.04,122.16753507730499,125.56,123.32107561659915,125.76,124.22899620760849,125.84,124.919378945023,120.08,123.78315885773243,126.13,124.65122307742664,126.24,125.31698985909425,120.55,124.21505278192885,118.8,122.85211100921272,120.16
E041040,프라이팬,A,0.6,비계절ETS,126.58008590285796,125.9,126.85984013583221,121.4,126.18096259803649,123.09,125.96026787460634,128.37,126.68114769987065,122.81,126.31248384695272,129.8,127.18002360462773,123.33,126.80277339560996,133.82,128.2574290997448,127.51,128.4483057166993,134.67,129.8435720261075,134.75,131.11588012140936,134.85
E041050,냄비,A,0.5,비계절ETS,123.58336098161283,127.92,125.09742225387416,122.59,125.11755406233229,127.45,126.13302039931796,126.94,126.83490947024458,129.81,128.02141942702823,123.04,127.4437217540355,128.34,128.01082578384612,132.89,129.46608218767102,132.43,130.6271377420272,127.44,130.44730321606673,127.22,129.93987896380838,126.27
E041060,수저,A,0.3,비계절ETS,113.81991128836785,114.46,114.3615805357936,110.2,112.58835507892081,110.0,111.11629048316176,111.43,110.9029828657264,113.8,112.6440743104395,114.71,113.86473662033218,111.26,112.53940304337286,115.42,114.16594910812998,112.95,113.65502728319204,115.62,114.78481445290464,113.72,114.38409331358078,114.63
E041070,밀폐용기,A,0.7,비계절ETS,123.97575563726456,119.49,122.5305978032534,127.53,124.28357451916447,121.27,123.3461461362064,127.25,124.7175676006416,123.4,124.3474654764106,127.97,125.62240156762773,121.76,124.40618593423436,127.55,125.51698969809617,124.38,125.20768568882103,127.84,126.14786325284854,129.86,127.45024747069142,123.74
E041080,부엌용용구,A,0.4,비계절ETS,121.05207317195976,120.37,120.48708194556342,121.3,121.26297404857003,120.61,120.73615562049129,121.55,121.52080436297003,121.19,121.32173120110544,119.14,119.22509919033752,119.6,119.26518707669143,120.47,120.24760143583602,119.55,119.59073748117508,122.14,121.98988114712166,124.09,124.42470996357058,129.03
E051010,보일러,A,1.5,비계절ETS,120.29290405547219,120.35,120.33410036061835,120.36,120.35353001629089,120.42,120.43086541932051,120.41,120.41365666479368,120.43,120.43686920660166,120.47,120.48349075019203,120.5,120.51477699243053,120.4,120.38412635191915,120.38,120.36630528721194,120.37,120.35993576594365,120.37,120.3643770010847,120.37
E051020,건전지,A,0.3,비계절ETS,141.05671773572925,141.46,141.9282726972324,142.7,143.02040167436255,141.48,142.77865796095455,143.52,143.81761272839157,140.98,142.78995353707066,142.49,143.13456561924394,141.99,142.91941725183037,144.46,144.31734701670138,148.52,147.3358835412583,149.32,149.2488453757455,149.18,149.92136897538114,149.88
E051030,소형가사용품,A,1.3,비계절ETS,110.95553186250875,111.76,111.7881476053261,112.08,112.10904328537902,107.46,107.47704173532203,111.33,111.35515607192124,113.08,113.11242940840089,113.58,113.61504053392497,112.71,112.7394401560965,114.55,114.59184028854072,112.26,112.2866117485994,114.32,114.3580740482963,115.96,116.01963279824655,118.42
E061010,세탁세제,A,1.7,비계절ETS,132.92607013870352,131.65,132.1571165079217,131.41,131.70941102990278,127.03,128.86737607059587,130.63,129.94521711490742,130.85,130.49871985685587,128.68,129.40203262736745,125.64,127.12263005805735,120.6,123.1173223740292,121.92,122.37789578740914,132.82,128.7186934780051,128.08,128.33328914461515,127.71
