품목명,Tier,가중치,모델,MAPE%,품목코드,대분류
찜질방이용료,A,0.6,비계절ETS,0.1934002627401055,L011020,12 기타상품및서비스
이발료,A,0.3,비계절ETS,0.1634140672915923,L011030,12 기타상품및서비스
미용료,A,7.3,비계절ETS,0.1370226838094027,L011040,12 기타상품및서비스
뷰티미용료,A,2.2,비계절ETS,0.1866207631449461,L011050,12 기타상품및서비스
면도기,A,0.4,비계절ETS,1.1248566100620512,L012010,12 기타상품및서비스
헤어드라이어,A,0.7,비계절ETS,1.9122789251444845,L012020,12 기타상품및서비스
칫솔,A,0.4,비계절ETS,1.659666723520731,L012030,12 기타상품및서비스
치약,A,0.5,비계절ETS,2.130310673688711,L012040,12 기타상품및서비스
비누,A,0.3,비계절ETS,1.252116114586605,L012050,12 기타상품및서비스
샴푸,A,1.0,비계절ETS,0.9116063407334036,L012060,12 기타상품및서비스
바디워시,A,0.5,비계절ETS,2.38578916010119,L012070,12 기타상품및서비스
화장지,A,1.3,비계절ETS,0.7313526722488349,L012080,12 기타상품및서비스
기초화장품,A,4.5,비계절ETS,0.7421540738116432,L012090,12 기타상품및서비스
기능성화장품,A,3.7,비계절ETS,0.4250295065062442,L012100,12 기타상품및서비스
색조화장품,A,0.7,비계절ETS,0.2992176253599986,L012110,12 기타상품및서비스
모발염색약,A,0.7,비계절ETS,3.22680713492835,L012120,12 기타상품및서비스
구강세정제,A,0.2,비계절ETS,2.985527427052755,L012130,12 기타상품및서비스
손목시계,A,0.6,비계절ETS,1.2680367930213354,L021010,12 기타상품및서비스
장신구,A,1.0,비계절ETS,0.3428142263075637,L021020,12 기타상품및서비스
가방,A,2.7,비계절ETS,0.3787480972202353,L021030,12 기타상품및서비스
핸드백,A,1.4,비계절ETS,2.1044693415354403,L021040,12 기타상품및서비스
우산,A,0.2,비계절ETS,0.2147422315282156,L021050,12 기타상품및서비스
유모차,A,0.2,비계절ETS,0.2583909988426545,L021060,12 기타상품및서비스
선글라스,A,0.4,비계절ETS,0.2292784481497359,L021070,12 기타상품및서비스
지갑,A,0.5,비계절ETS,3.3764907745474437e-06,L021080,12 기타상품및서비스
산후조리원이용료,A,0.7,비계절ETS,0.2259141693572866,L031010,12 기타상품및서비스
보험서비스료,A,8.6,비계절ETS,1.4089885802877138,L031040,12 기타상품및서비스
자동차보험료,A,3.7,비계절ETS,0.1441389260030709,L031050,12 기타상품및서비스
금융수수료,A,0.2,비계절ETS,0.0008845343401198,L031060,12 기타상품및서비스
대입전형료,A,0.1,비계절ETS,0.7050054273498011,L031090,12 기타상품및서비스
시험응시료,A,0.4,비계절ETS,0.1204101334589563,L031100,12 기타상품및서비스
장례비,A,2.6,비계절ETS,0.1719777994744266,L031110,12 기타상품및서비스
갈치,B,1.1,계절ETS,2.672721682178844,A013010,01 식료품 및 비주류음료
명태,B,0.7,계절ETS,1.994579394001172,A013020,01 식료품 및 비주류음료
조기,B,0.9,계절ETS,0.7161242971140126,A013030,01 식료품 및 비주류음료
고등어,B,2.0,계절ETS,1.7469633807361626,A013040,01 식료품 및 비주류음료
오징어,B,1.0,계절ETS,1.7176418138786247,A013050,01 식료품 및 비주류음료
게,B,0.9,계절ETS,1.053677092241462,A013060,01 식료품 및 비주류음료
굴,B,0.4,계절ETS,2.2914413985763327,A013070,01 식료품 및 비주류음료
조개,B,0.6,계절ETS,1.326045951060414,A013080,01 식료품 및 비주류음료
전복,B,0.5,계절ETS,2.119291704919822,A013090,01 식료품 및 비주류음료
새우,B,0.7,계절ETS,0.7015496515544993,A013100,01 식료품 및 비주류음료
낙지,B,0.5,계절ETS,0.6194002286045137,A013130,01 식료품 및 비주류음료
사과,B,2.3,계절ETS,2.0746156416322967,A016010,01 식료품 및 비주류음료
배,B,0.7,계절ETS,5.058951032772943,A016020,01 식료품 및 비주류음료
복숭아,B,1.0,계절ETS,2.503151657839009,A016030,01 식료품 및 비주류음료
포도,B,1.4,계절ETS,1.9511478962773483,A016040,01 식료품 및 비주류음료
밤,B,0.2,계절ETS,1.6513079683765577,A016050,01 식료품 및 비주류음료
감,B,0.5,계절ETS,2.1498748690318346,A016060,01 식료품 및 비주류음료
귤,B,1.8,계절ETS,2.8955795221132927,A016070,01 식료품 및 비주류음료
오렌지,B,0.4,계절ETS,2.547751777243762,A016080,01 식료품 및 비주류음료
참외,B,1.0,계절ETS,6.589514160856016,A016090,01 식료품 및 비주류음료
수박,B,1.0,계절ETS,2.616973438026606,A016100,01 식료품 및 비주류음료
딸기,B,1.5,계절ETS,5.2190989909613466,A016110,01 식료품 및 비주류음료
바나나,B,0.8,계절ETS,1.7909752067348796,A016120,01 식료품 및 비주류음료
키위,B,0.4,계절ETS,2.284288263488873,A016130,01 식료품 및 비주류음료
블루베리,B,0.4,계절ETS,0.669014395442153,A016140,01 식료품 및 비주류음료
망고,B,0.4,계절ETS,4.898711158706617,A016150,01 식료품 및 비주류음료
체리,B,0.3,계절ETS,6.470173938770915,A016160,01 식료품 및 비주류음료
아보카도,B,0.1,계절ETS,4.83586542184874,A016170,01 식료품 및 비주류음료
파인애플,B,0.2,계절ETS,2.8569496669583034,A016180,01 식료품 및 비주류음료
배추,B,1.3,계절ETS,7.946164118520355,A017010,01 식료품 및 비주류음료
상추,B,0.6,계절ETS,10.716250886542882,A017020,01 식료품 및 비주류음료
시금치,B,0.3,계절ETS,15.632145579883876,A017030,01 식료품 및 비주류음료
양배추,B,0.2,계절ETS,6.39943219211064,A017040,01 식료품 및 비주류음료
미나리,B,0.2,계절ETS,5.169940713257444,A017050,01 식료품 및 비주류음료
깻잎,B,0.2,계절ETS,6.048010049763644,A017060,01 식료품 및 비주류음료
부추,B,0.2,계절ETS,12.666603801167147,A017070,01 식료품 및 비주류음료
무,B,0.6,계절ETS,9.511552929512565,A017080,01 식료품 및 비주류음료
열무,B,0.2,계절ETS,8.595224164925686,A017090,01 식료품 및 비주류음료
당근,B,0.3,계절ETS,4.2060015260721615,A017100,01 식료품 및 비주류음료
감자,B,0.6,계절ETS,4.5240646062544085,A017110,01 식료품 및 비주류음료
고구마,B,1.0,계절ETS,2.5762188152842254,A017120,01 식료품 및 비주류음료
도라지,B,0.1,계절ETS,0.5173364479410122,A017130,01 식료품 및 비주류음료
콩나물,B,0.5,계절ETS,0.4117349733373803,A017140,01 식료품 및 비주류음료
버섯,B,0.9,계절ETS,3.2144019203487684,A017150,01 식료품 및 비주류음료
오이,B,0.6,계절ETS,7.963282245652539,A017160,01 식료품 및 비주류음료
풋고추,B,0.6,계절ETS,6.59431511278731,A017170,01 식료품 및 비주류음료
호박,B,0.5,계절ETS,15.870880728304313,A017180,01 식료품 및 비주류음료
가지,B,0.2,계절ETS,7.351351569376361,A017190,01 식료품 및 비주류음료
토마토,B,1.3,계절ETS,7.13107792278272,A017200,01 식료품 및 비주류음료
파,B,0.9,계절ETS,11.250208075470349,A017210,01 식료품 및 비주류음료
양파,B,0.7,계절ETS,3.704113081460509,A017220,01 식료품 및 비주류음료
마늘,B,1.3,계절ETS,1.3038611372224738,A017230,01 식료품 및 비주류음료
브로콜리,B,0.2,계절ETS,7.873845836230014,A017240,01 식료품 및 비주류음료
파프리카,B,0.6,계절ETS,10.568398917832331,A017260,01 식료품 및 비주류음료
생강,B,0.1,계절ETS,4.243954496452045,A019030,01 식료품 및 비주류음료
담배,C,9.3,비계절ETS,0.0799557818677798,B021010,02 주류 및 담배
하수도료,C,3.1,비계절ETS,0.7873914395021102,D041020,"04 주택,수도,전기및연료"
쓰레기봉투료,C,0.7,비계절ETS,0.0911057951682643,D042020,"04 주택,수도,전기및연료"
정화조청소료,C,0.5,비계절ETS,0.2934382765543601,D042030,"04 주택,수도,전기및연료"
외래진료비,C,20.5,계절ETS,0.0513237420169837,F021010,06 보건
한방진료비,C,1.0,계절ETS,0.2335115628448724,F021030,06 보건
약국조제료,C,1.8,계절ETS,0.0728136423251401,F021040,06 보건
치과진료비,C,6.1,계절ETS,0.1101217198736245,F022010,06 보건
입원진료비,C,10.2,계절ETS,0.1112412235525738,F031010,06 보건
도로통행료,C,1.7,비계절ETS,0.1395079491368667,G023030,07 교통
열차료,C,1.7,비계절ETS,0.0085029727654214,G031010,07 교통
도시철도료,C,2.2,비계절ETS,0.0905507132956644,G031020,07 교통
시내버스료,C,6.8,비계절ETS,0.3577367322085366,G032010,07 교통
시외버스료,C,1.0,비계절ETS,0.0645679460876668,G032020,07 교통
택시료,C,3.2,비계절ETS,0.1202443571800113,G032030,07 교통
국제항공료,C,2.9,비계절ETS,4.661684018734933,G033020,07 교통
우편료,C,0.1,비계절ETS,0.961400286006755,H011010,08 통신
유선전화료,C,0.4,비계절ETS,0.0062394491123011,H031010,08 통신
휴대전화료,C,29.8,비계절ETS,4.2337237768729485,H031020,08 통신
인터넷이용료,C,5.5,비계절ETS,3.078972983195973e-05,H031030,08 통신
방송수신료,C,2.4,비계절ETS,0.0364029996069541,I042070,09 오락및문화
유치원납입금,C,1.8,비계절ETS,5.104389766502154,J011010,10 교육
전문대학납입금,C,1.1,계절ETS,0.4970656323471054,J031010,10 교육
국공립대학교납입금,C,1.4,계절ETS,0.2204956127149778,J031020,10 교육
사립대학교납입금,C,8.6,계절ETS,0.5493039788401524,J031030,10 교육
국공립대학원납입금,C,0.4,계절ETS,0.2237932972979381,J031040,10 교육
사립대학원납입금,C,1.6,계절ETS,0.2869973872479539,J031050,10 교육
보육시설이용료,C,0.7,비계절ETS,1.8627628214275864,L031020,12 기타상품및서비스
요양시설이용료,C,0.9,비계절ETS,0.4011515491598438,L031030,12 기타상품및서비스
부동산중개수수료,C,0.8,비계절ETS,0.0302137396025369,L031070,12 기타상품및서비스
행정수수료,C,1.1,비계절ETS,0.0943757276611171,L031080,12 기타상품및서비스
전기료,D,16.1,비계절ETS,1.9659852776625768,D051010,"04 주택,수도,전기및연료"
도시가스,D,11.5,비계절ETS,0.0243784465314552,D052010,"04 주택,수도,전기및연료"
취사용LPG,D,0.9,회귀(오피넷),0.1015950842000814,D052020,"04 주택,수도,전기및연료"
등유,D,2.4,회귀(오피넷),1.1279725995155456,D053010,"04 주택,수도,전기및연료"
지역난방비,D,1.6,비계절ETS,0.1370193756790468,D053020,"04 주택,수도,전기및연료"
부탄가스,D,0.1,비계절ETS,2.291762449436077,D053030,"04 주택,수도,전기및연료"
휘발유,D,24.1,회귀(오피넷),0.235059501282787,G021010,07 교통
경유,D,16.3,회귀(오피넷),0.2951239532403258,G021020,07 교통
자동차용LPG,D,2.8,회귀(오피넷),0.304164194028906,G021030,07 교통
