품목명,Tier,가중치,MAPE_보정전,MAPE_보정후,개선
조개,B,0.6,1.3260459510604143,1.4971220495366655,-0.17107609847625116
전복,B,0.5,2.119291704919823,2.1691247522431514,-0.04983304732332838
새우,B,0.7,0.7015496515544994,0.7015496515544994,0.0
낙지,B,0.5,0.6194002286045138,0.6194002286045138,0.0
사과,B,2.3,2.074615641632297,2.096922246235555,-0.022306604603257618
배,B,0.7,5.058951032772944,5.058951032772944,0.0
복숭아,B,1.0,2.5031516578390094,2.5979069599662767,-0.09475530212726735
포도,B,1.4,1.951147896277348,1.951147896277348,0.0
밤,B,0.2,1.6513079683765572,1.6513079683765572,0.0
감,B,0.5,2.149874869031834,2.3366377572781136,-0.1867628882462795
귤,B,1.8,2.8955795221132923,2.8955795221132923,0.0
오렌지,B,0.4,2.547751777243762,2.547751777243762,0.0
참외,B,1.0,6.589514160856017,6.874105483724153,-0.2845913228681365
수박,B,1.0,2.616973438026606,2.6024594181465637,0.014514019880042195
딸기,B,1.5,5.2190989909613466,5.2190989909613466,0.0
바나나,B,0.8,1.7909752067348799,1.9958778468038532,-0.2049026400689733
키위,B,0.4,2.2842882634888735,2.375806729913173,-0.0915184664242994
블루베리,B,0.4,0.6690143954421529,0.5747438081969205,0.0942705872452324
망고,B,0.4,4.898711158706617,4.898711158706617,0.0
체리,B,0.3,6.470173938770916,6.470173938770916,0.0
아보카도,B,0.1,4.835865421848739,4.835865421848739,0.0
파인애플,B,0.2,2.8569496669583043,2.8569496669583043,0.0
배추,B,1.3,7.946164118520353,7.946164118520353,0.0
상추,B,0.6,10.716250886542882,10.716250886542882,0.0
시금치,B,0.3,15.632145579883879,15.632145579883879,0.0
양배추,B,0.2,6.39943219211064,6.39943219211064,0.0
미나리,B,0.2,5.169940713257444,5.169940713257444,0.0
깻잎,B,0.2,6.0480100497636435,6.0480100497636435,0.0
부추,B,0.2,12.666603801167145,12.666603801167145,0.0
무,B,0.6,9.511552929512563,9.511552929512563,0.0
열무,B,0.2,8.595224164925686,8.595224164925686,0.0
당근,B,0.3,4.2060015260721615,4.2060015260721615,0.0
감자,B,0.6,4.524064606254408,4.524064606254408,0.0
고구마,B,1.0,2.576218815284225,2.727177512646455,-0.1509586973622299
도라지,B,0.1,0.517336447941012,0.5336102012060819,-0.016273753265069968
콩나물,B,0.5,0.41173497333738046,0.43920423094086813,-0.027469257603487673
버섯,B,0.9,3.2144019203487693,3.2144019203487693,0.0
오이,B,0.6,7.963282245652538,7.963282245652538,0.0
풋고추,B,0.6,6.594315112787309,6.594315112787309,0.0
호박,B,0.5,15.870880728304314,15.870880728304314,0.0
가지,B,0.2,7.3513515693763605,7.3513515693763605,0.0
토마토,B,1.3,7.131077922782721,7.131077922782721,0.0
파,B,0.9,11.250208075470349,11.250208075470349,0.0
양파,B,0.7,3.704113081460509,3.704113081460509,0.0
마늘,B,1.3,1.3038611372224738,1.3038611372224738,0.0
브로콜리,B,0.2,7.873845836230016,7.873845836230016,0.0
파프리카,B,0.6,10.568398917832331,10.568398917832331,0.0
생강,B,0.1,4.243954496452047,4.243954496452047,0.0
담배,C,9.3,0.07995578186777987,0.023290645653584054,0.05666513621419581
하수도료,C,3.1,0.7873914395021102,0.8094918496193976,-0.02210041011728736
쓰레기봉투료,C,0.7,0.09110579516826435,0.06984311692761316,0.021262678240651187
정화조청소료,C,0.5,0.29343827655436017,0.2845879023988189,0.00885037415554124
외래진료비,C,20.5,0.05132374201698373,0.055146296028311934,-0.003822554011328201
한방진료비,C,1.0,0.23351156284487246,0.1985244273833558,0.03498713546151666
약국조제료,C,1.8,0.07281364232514018,0.08597102434177831,-0.01315738201663813
치과진료비,C,6.1,0.11012171987362455,0.08171850701142389,0.02840321286220067
입원진료비,C,10.2,0.11124122355257388,0.09251008016986775,0.018731143382706122
도로통행료,C,1.7,0.13950794913686668,0.20326568953475613,-0.06375774039788945
열차료,C,1.7,0.00850297276542141,0.00850297276542141,0.0
도시철도료,C,2.2,0.09055071329566441,0.06963596128558534,0.02091475201007907
시내버스료,C,6.8,0.3577367322085365,0.35403812539395,0.0036986068145865025
시외버스료,C,1.0,0.06456794608766692,0.02507186640728684,0.039496079680380075
택시료,C,3.2,0.12024435718001132,0.12024435718001132,0.0
국제항공료,C,2.9,4.661684018734935,4.661684018734935,0.0
우편료,C,0.1,0.9614002860067549,0.9331448198745497,0.028255466132205198
유선전화료,C,0.4,0.006239449112301136,0.006239449112301136,0.0
휴대전화료,C,29.8,4.2337237768729485,4.374879706820131,-0.14115592994718273
인터넷이용료,C,5.5,3.0789729831959725e-05,3.0789729831959725e-05,0.0
방송수신료,C,2.4,0.03640299960695416,0.041380030927129476,-0.004977031320175317
유치원납입금,C,1.8,5.104389766502154,5.140851928616155,-0.03646216211400155
전문대학납입금,C,1.1,0.49706563234710543,0.3655698883066076,0.13149574404049785
국공립대학교납입금,C,1.4,0.22049561271497786,0.21506337891759983,0.005432233797378033
사립대학교납입금,C,8.6,0.5493039788401523,0.413807572975818,0.13549640586433426
국공립대학원납입금,C,0.4,0.22379329729793812,0.252936801777885,-0.029143504479946902
사립대학원납입금,C,1.6,0.286997387247954,0.3184177652635111,-0.03142037801555714
보육시설이용료,C,0.7,1.8627628214275858,1.8440973441293165,0.018665477298269284
요양시설이용료,C,0.9,0.40115154915984375,0.35592976984891533,0.04522177931092841
부동산중개수수료,C,0.8,0.03021373960253691,0.03021373960253691,0.0
행정수수료,C,1.1,0.0943757276611172,0.0943757276611172,0.0
전기료,D,16.1,1.9659852776625766,1.9659852776625766,0.0
도시가스,D,11.5,0.024378446531455267,0.024378446531455267,0.0
취사용LPG,D,0.9,0.10159508420008144,0.10294899216771644,-0.0013539079676350013
등유,D,2.4,1.1279725995155456,0.6385791445285921,0.4893934549869535
지역난방비,D,1.6,0.13701937567904687,0.03590711577345121,0.10111225990559566
부탄가스,D,0.1,2.291762449436077,2.291762449436077,0.0
휘발유,D,24.1,0.23505950128278702,0.17809182336118404,0.05696767792160298
경유,D,16.3,0.295123953240326,0.21010451462538413,0.08501943861494185
자동차용LPG,D,2.8,0.3041641940289061,0.17196077849989216,0.13220341552901393
