월,분류,방식,예측,실제,오차,오차%
2025-10,03 의류 및 신발,탑다운,116.6665053590044,117.24,-0.573494640995591,-0.48916294864857646
2025-10,"04 주택, 수도, 전기 및 연료",탑다운,117.21355673595771,116.94,0.2735567359577118,0.23392913969361365
2025-10,05 가정용품 및 가사 서비스,탑다운,119.37485743637428,118.03,1.3448574363742836,1.1394200087895312
2025-10,06 보건,탑다운,105.4632262705565,105.6,-0.1367737294434903,-0.12952057712451734
2025-10,07 교통,탑다운,115.22669632321946,116.4,-1.1733036767805487,-1.0079928494678254
2025-10,08 통신,탑다운,97.69152762386618,101.73,-4.038472376133825,-3.969794923949498
2025-10,09 오락 및 문화,탑다운,109.50905262681145,110.99,-1.4809473731885419,-1.3343070305329687
2025-10,10 교육,탑다운,108.57731370098384,108.5,0.0773137009838365,0.07125686726620875
2025-10,11 음식 및 숙박,탑다운,125.51644090197425,125.52,-0.003559098025746721,-0.002835482812099045
2025-10,12 기타 상품 및 서비스,탑다운,125.50381686612626,125.26,0.2438168661262523,0.1946486237635736
2025-10,01 식료품 및 비주류음료,바텀업,127.91166735575857,128.88,-0.9683326442414284,-0.7513443856621884
2025-10,02 주류 및 담배,바텀업,105.00372343415438,105.1,-0.0962765658456135,-0.09160472487689202
2025-10,03 의류 및 신발,바텀업,116.44261094579021,117.24,-0.7973890542097877,-0.680133959578461
2025-10,"04 주택, 수도, 전기 및 연료",바텀업,116.53844356585238,116.94,-0.4015564341476221,-0.34338672323210373
2025-10,05 가정용품 및 가사 서비스,바텀업,119.24003166619309,118.03,1.210031666193089,1.0251899230645505
2025-10,06 보건,바텀업,105.8800972761361,105.6,0.2800972761361038,0.26524363270464374
2025-10,07 교통,바텀업,115.86038858878888,116.4,-0.5396114112111263,-0.46358368660749677
2025-10,08 통신,바텀업,97.87874079027463,101.73,-3.85125920972537,-3.785765467143783
2025-10,09 오락 및 문화,바텀업,110.60178086190052,110.99,-0.3882191380994726,-0.3497784828358164
2025-10,10 교육,바텀업,108.97649102115105,108.5,0.47649102115104824,0.4391622314756205
2025-10,11 음식 및 숙박,바텀업,125.30713857145199,125.52,-0.2128614285480097,-0.1695836747514418
2025-10,12 기타 상품 및 서비스,바텀업,125.32774157350781,125.26,0.06774157350780285,0.054080770802972106
2025-11,01 식료품 및 비주류음료,탑다운,127.20422373673908,127.08,0.12422373673908282,0.09775238962785868
2025-11,02 주류 및 담배,탑다운,105.00700961502184,104.87,0.13700961502183873,0.13064710119370526
2025-11,03 의류 및 신발,탑다운,117.93140324571974,118.17,-0.23859675428026605,-0.2019097522893002
2025-11,"04 주택, 수도, 전기 및 연료",탑다운,116.73607161121656,116.89,-0.1539283887834415,-0.1316865333077607
2025-11,05 가정용품 및 가사 서비스,탑다운,118.22723720154383,118.19,0.03723720154383159,0.03150622010646551
2025-11,06 보건,탑다운,105.55401982510348,105.66,-0.10598017489651568,-0.10030302375214431
2025-11,07 교통,탑다운,115.9973533511058,117.31,-1.3126466488942015,-1.1189554589499628
2025-11,08 통신,탑다운,99.73410184658988,101.73,-1.995898153410124,-1.9619563092599273
2025-11,09 오락 및 문화,탑다운,110.26356474440793,109.66,0.6035647444079331,0.5503964475724358
2025-11,10 교육,탑다운,108.47227166932258,108.44,0.03227166932258285,0.02975993113480529
2025-11,11 음식 및 숙박,탑다운,125.70451118389276,125.4,0.3045111838927568,0.2428318850819432
2025-11,12 기타 상품 및 서비스,탑다운,125.58699365888566,125.23,0.3569936588856564,0.28507039757698344
2025-11,01 식료품 및 비주류음료,바텀업,126.50560328029206,127.08,-0.5743967197079343,-0.4519961596694478
2025-11,02 주류 및 담배,바텀업,104.99592319107201,104.87,0.12592319107200467,0.12007551356155684
2025-11,03 의류 및 신발,바텀업,117.19241214448695,118.17,-0.9775878555130504,-0.8272724511407721
2025-11,"04 주택, 수도, 전기 및 연료",바텀업,116.7299345578893,116.89,-0.1600654421107066,-0.13693681419343537
2025-11,05 가정용품 및 가사 서비스,바텀업,118.66055434791528,118.19,0.4705543479152823,0.39813380820313243
2025-11,06 보건,바텀업,105.96747655722363,105.66,0.3074765572236373,0.2910056381067928
2025-11,07 교통,바텀업,118.39338172804845,117.31,1.083381728048451,0.9235203546572763
2025-11,08 통신,바텀업,99.53039223514563,101.73,-2.1996077648543775,-2.1622016758619655
2025-11,09 오락 및 문화,바텀업,111.45602622112503,109.66,1.7960262211250324,1.6378134425725264
2025-11,10 교육,바텀업,108.84881711960747,108.44,0.4088171196074768,0.3769984503942058
2025-11,11 음식 및 숙박,바텀업,125.61179416897494,125.4,0.21179416897493297,0.16889487159085564
2025-11,12 기타 상품 및 서비스,바텀업,125.44940739152392,125.23,0.21940739152391586,0.17520353870791014
2025-12,01 식료품 및 비주류음료,탑다운,127.82280447658532,128.01,-0.1871955234146725,-0.14623507805224006
2025-12,02 주류 및 담배,탑다운,104.73501940262754,104.63,0.10501940262754772,0.10037217110536914
2025-12,03 의류 및 신발,탑다운,118.1445440670844,118.19,-0.04545593291560124,-0.03846004984821156
2025-12,"04 주택, 수도, 전기 및 연료",탑다운,116.72749986976864,117.12,-0.39250013023136887,-0.33512647731503487
2025-12,05 가정용품 및 가사 서비스,탑다운,118.49160879277552,118.98,-0.48839120722448115,-0.41048176771262496
2025-12,06 보건,탑다운,105.62907431991967,105.57,0.05907431991967371,0.05595748784661714
2025-12,07 교통,탑다운,116.81148527352022,117.99,-1.1785147264797757,-0.9988259398930213
2025-12,08 통신,탑다운,100.5858762706538,101.75,-1.1641237293462012,-1.1441019453033918
2025-12,09 오락 및 문화,탑다운,110.00570866410779,109.93,0.0757086641077791,0.06886988456998007
2025-12,10 교육,탑다운,108.47224336912501,108.48,-0.007756630874993675,-0.007150286573556117
2025-12,11 음식 및 숙박,탑다운,125.79214343802593,125.84,-0.047856561974072065,-0.03802969006204074
2025-12,12 기타 상품 및 서비스,탑다운,125.6697036794825,125.57,0.09970367948250214,0.07940087559329628
2025-12,01 식료품 및 비주류음료,바텀업,127.5741909135358,128.01,-0.4358090864641895,-0.3404492512023979
2025-12,02 주류 및 담배,바텀업,104.99435657132763,104.63,0.3643565713276331,0.3482333664605114
2025-12,03 의류 및 신발,바텀업,118.11624156802984,118.19,-0.07375843197016252,-0.06240666043672267
2025-12,"04 주택, 수도, 전기 및 연료",바텀업,116.77938363731766,117.12,-0.34061636268233997,-0.2908268123995389
2025-12,05 가정용품 및 가사 서비스,바텀업,118.52330495300907,118.98,-0.4566950469909301,-0.38384186164979833
2025-12,06 보건,바텀업,106.08452152950721,105.57,0.5145215295072205,0.4873747556192295
2025-12,07 교통,바텀업,118.96757711241622,117.99,0.9775771124162276,0.8285253940301953
2025-12,08 통신,바텀업,100.35714950806377,101.75,-1.3928504919362297,-1.368894832369759
2025-12,09 오락 및 문화,바텀업,110.79663234973607,109.93,0.8666323497360651,0.7883492674757254
2025-12,10 교육,바텀업,108.7578983650979,108.48,0.2778983650978972,0.2561747465872946
2025-12,11 음식 및 숙박,바텀업,125.74369745918055,125.84,-0.09630254081945111,-0.07652776606758671
2025-12,12 기타 상품 및 서비스,바텀업,125.50068287422937,125.57,-0.06931712577062399,-0.055201979589570745
2026-01,01 식료품 및 비주류음료,탑다운,129.34662233757246,128.75,0.5966223375724553,0.46339599034753814
2026-01,02 주류 및 담배,탑다운,106.25795047966692,105.08,1.1779504796669187,1.1210035017766642
2026-01,03 의류 및 신발,탑다운,118.08790058942793,118.24,-0.15209941057206322,-0.12863617267596686
2026-01,"04 주택, 수도, 전기 및 연료",탑다운,117.10811405974515,117.36,-0.25188594025485145,-0.2146267384584624
2026-01,05 가정용품 및 가사 서비스,탑다운,119.17370415981016,119.56,-0.3862958401898453,-0.3230978924304494
2026-01,06 보건,탑다운,106.64934277184699,106.63,0.0193427718469934,0.01814008426052087
2026-01,07 교통,탑다운,118.10724426861756,116.94,1.1672442686175657,0.998156549185536
2026-01,08 통신,탑다운,100.91070707727869,101.76,-0.8492929227213182,-0.8346038941836853
2026-01,09 오락 및 문화,탑다운,110.40139621026754,110.57,-0.16860378973245815,-0.15248601766524209
2026-01,10 교육,탑다운,108.64036943952749,108.83,-0.1896305604725086,-0.17424474912478966
2026-01,11 음식 및 숙박,탑다운,126.14521620397032,126.1,0.045216203970326774,0.035857417898752394
2026-01,12 기타 상품 및 서비스,탑다운,126.6055144035013,129.1,-2.4944855964986914,-1.9322119260253228
2026-01,01 식료품 및 비주류음료,바텀업,129.12042870448727,128.75,0.37042870448726717,0.28771161513574145
2026-01,02 주류 및 담배,바텀업,104.89404707706956,105.08,-0.18595292293043997,-0.17696319273928432
2026-01,03 의류 및 신발,바텀업,118.15665967620913,118.24,-0.08334032379086409,-0.07048403568239521
2026-01,"04 주택, 수도, 전기 및 연료",바텀업,116.92506768787634,117.36,-0.4349323121236637,-0.3705967213050986
2026-01,05 가정용품 및 가사 서비스,바텀업,119.30851999625727,119.56,-0.25148000374272783,-0.21033790878448297
2026-01,06 보건,바텀업,106.80867662237338,106.63,0.17867662237338777,0.16756693460882283
2026-01,07 교통,바텀업,117.64507345770907,116.94,0.7050734577090765,0.6029360849231028
2026-01,08 통신,바텀업,100.86467925264452,101.76,-0.8953207473554841,-0.8798356400899018
2026-01,09 오락 및 문화,바텀업,110.8165138038709,110.57,0.24651380387091137,0.22294818112590342
2026-01,10 교육,바텀업,108.79349990403048,108.83,-0.0365000959695152,-0.03353863453966296
2026-01,11 음식 및 숙박,바텀업,126.07632088723383,126.1,-0.023679112766160415,-0.018778043430737842
2026-01,12 기타 상품 및 서비스,바텀업,125.68114995106606,129.1,-3.4188500489339333,-2.6482184732253553
2026-02,01 식료품 및 비주류음료,탑다운,129.6215623490191,129.12,0.5015623490190819,0.38844667674959876
2026-02,02 주류 및 담배,탑다운,105.2219594941374,105.33,-0.10804050586260416,-0.10257334649444998
2026-02,03 의류 및 신발,탑다운,118.44380647382414,118.28,0.16380647382413827,0.1384904242679559
2026-02,"04 주택, 수도, 전기 및 연료",탑다운,117.70359645477254,117.83,-0.12640354522746122,-0.10727619895396863
2026-02,05 가정용품 및 가사 서비스,탑다운,120.0296456411119,119.48,0.5496456411118942,0.46003150411105975
2026-02,06 보건,탑다운,106.63151256533952,106.41,0.22151256533952335,0.20816893650927862
2026-02,07 교통,탑다운,117.11500558332328,117.42,-0.30499441667672045,-0.25974656504575067
2026-02,08 통신,탑다운,101.01811353162805,101.78,-0.7618864683719551,-0.7485620636391777
2026-02,09 오락 및 문화,탑다운,110.57867433801798,112.17,-1.591325661982026,-1.4186731407524527
2026-02,10 교육,탑다운,108.74989854177082,109.07,-0.3201014582291748,-0.2934825875393553
2026-02,11 음식 및 숙박,탑다운,126.3031370457654,126.59,-0.28686295423460706,-0.22660791076278305
2026-02,12 기타 상품 및 서비스,탑다운,128.78356451873165,129.38,-0.5964354812683439,-0.46099511614495586
2026-02,01 식료품 및 비주류음료,바텀업,129.28670880365576,129.12,0.16670880365575158,0.12911152699485098
2026-02,02 주류 및 담배,바텀업,104.98551066526953,105.33,-0.3444893347304685,-0.327057186680403
2026-02,03 의류 및 신발,바텀업,118.21137745512935,118.28,-0.06862254487064945,-0.0580170315105254
2026-02,"04 주택, 수도, 전기 및 연료",바텀업,117.15220020968317,117.83,-0.6777997903168256,-0.5752353308298613
2026-02,05 가정용품 및 가사 서비스,바텀업,119.93050533509609,119.48,0.45050533509608215,0.3770550176565803
2026-02,06 보건,바텀업,107.05486348361397,106.41,0.6448634836139746,0.6060177460896294
2026-02,07 교통,바텀업,117.3189256462095,117.42,-0.10107435379050855,-0.0860793338362362
2026-02,08 통신,바텀업,101.18086654135519,101.78,-0.5991334586448147,-0.588655392655546
2026-02,09 오락 및 문화,바텀업,111.30094184396863,112.17,-0.8690581560313717,-0.7747687938231004
2026-02,10 교육,바텀업,109.1366718621426,109.07,0.06667186214261278,0.06112758975209754
2026-02,11 음식 및 숙박,바텀업,126.34277940292839,126.59,-0.24722059707161748,-0.19529235885268778
2026-02,12 기타 상품 및 서비스,바텀업,128.62124095074583,129.38,-0.7587590492541665,-0.5864577595100993
2026-03,01 식료품 및 비주류음료,탑다운,129.19211467236602,127.91,1.2821146723660206,1.0023568699601442
2026-03,02 주류 및 담배,탑다운,105.21091199443335,105.35,-0.13908800556664858,-0.13202468492325448
2026-03,03 의류 및 신발,탑다운,118.40284965694278,118.3,0.10284965694278014,0.08693969310463241
2026-03,"04 주택, 수도, 전기 및 연료",탑다운,117.61195378737915,118.05,-0.4380462126208471,-0.37106837155514366
2026-03,05 가정용품 및 가사 서비스,탑다운,119.66659467952972,119.95,-0.2834053204702798,-0.23626954603608152
2026-03,06 보건,탑다운,106.33649429447438,106.83,-0.4935057055256209,-0.4619542315132649
2026-03,07 교통,탑다운,117.92338830209276,121.44,-3.516611697907237,-2.8957606208063544
2026-03,08 통신,탑다운,101.34531188065796,101.97,-0.6246881193420393,-0.612619514898538
2026-03,09 오락 및 문화,탑다운,111.77737404467432,112.01,-0.23262595532568753,-0.20768320268340998
2026-03,10 교육,탑다운,109.39782892597799,109.61,-0.21217107402200952,-0.19356908495758554
2026-03,11 음식 및 숙박,탑다운,126.90242117915972,126.76,0.14242117915971164,0.1123549851370398
2026-03,12 기타 상품 및 서비스,탑다운,129.59377621539278,129.19,0.4037762153927815,0.3125444813010152
2026-03,01 식료품 및 비주류음료,바텀업,128.9583748975358,127.91,1.0483748975358083,0.8196191834382052
2026-03,02 주류 및 담배,바텀업,105.06480853130627,105.35,-0.2851914686937249,-0.2707085606964641
2026-03,03 의류 및 신발,바텀업,118.22713651131343,118.3,-0.07286348868656489,-0.06159212906725689
2026-03,"04 주택, 수도, 전기 및 연료",바텀업,117.79266962245518,118.05,-0.25733037754481813,-0.21798422494266675
2026-03,05 가정용품 및 가사 서비스,바텀업,119.98091526846824,119.95,0.030915268468234558,0.025773462666306424
2026-03,06 보건,바텀업,106.96011878736466,106.83,0.13011878736466542,0.121799857123154
2026-03,07 교통,바텀업,122.81837919633864,121.44,1.378379196338642,1.1350289824922941
2026-03,08 통신,바텀업,101.37629658586232,101.97,-0.5937034141376785,-0.5822334158455217
2026-03,09 오락 및 문화,바텀업,112.7983382345997,112.01,0.7883382345996921,0.7038105835190537
2026-03,10 교육,바텀업,109.59420624152197,109.61,-0.015793758478025666,-0.014409048880600005
2026-03,11 음식 및 숙박,바텀업,126.7976680681067,126.76,0.037668068106697206,0.029716052466627646
2026-03,12 기타 상품 및 서비스,바텀업,129.3810175511511,129.19,0.19101755115110564,0.147857845925463
2026-04,01 식료품 및 비주류음료,탑다운,127.84407121141987,126.84,1.0040712114198698,0.7916045501575761
2026-04,02 주류 및 담배,탑다운,105.29340351700505,104.92,0.3734035170050447,0.35589355414129303
2026-04,03 의류 및 신발,탑다운,118.21228614290473,118.4,-0.18771385709527522,-0.15854210903317165
2026-04,"04 주택, 수도, 전기 및 연료",탑다운,118.08583594517057,118.24,-0.15416405482942253,-0.13038231971365236
2026-04,05 가정용품 및 가사 서비스,탑다운,120.06885863450097,120.24,-0.17114136549902526,-0.14233313830590924
2026-04,06 보건,탑다운,106.67771210399803,106.77,-0.09228789600196308,-0.08643616746460905
2026-04,07 교통,탑다운,121.60063680705802,125.62,-4.019363192941981,-3.199620436986134
2026-04,08 통신,탑다운,101.77396790441509,101.98,-0.20603209558491642,-0.2020318646645582
2026-04,09 오락 및 문화,탑다운,112.44781446171974,113.65,-1.2021855382802613,-1.057796338126055
2026-04,10 교육,탑다운,109.58254074304685,109.89,-0.3074592569531518,-0.2797882036155718
2026-04,11 음식 및 숙박,탑다운,127.05340592487025,127.26,-0.20659407512975747,-0.1623401501883997
2026-04,12 기타 상품 및 서비스,탑다운,129.74554482009552,130.06,-0.3144551799044848,-0.24177701053704811
2026-04,01 식료품 및 비주류음료,바텀업,127.1103919979993,126.84,0.2703919979992975,0.21317565279036382
2026-04,02 주류 및 담배,바텀업,105.1366068248469,104.92,0.21660682484689175,0.20644950900389988
2026-04,03 의류 및 신발,바텀업,118.23934137920352,118.4,-0.1606586207964824,-0.13569140269973176
2026-04,"04 주택, 수도, 전기 및 연료",바텀업,118.08587661573347,118.24,-0.1541233842665264,-0.1303479230941529
2026-04,05 가정용품 및 가사 서비스,바텀업,120.13989928147882,120.24,-0.10010071852117619,-0.08325076390650049
2026-04,06 보건,바텀업,107.15430292390548,106.77,0.38430292390548004,0.35993530383579664
2026-04,07 교통,바텀업,126.82296649727652,125.62,1.2029664972765204,0.9576233858275117
2026-04,08 통신,바텀업,101.6434373555434,101.98,-0.3365626444566061,-0.33002808830810565
2026-04,09 오락 및 문화,바텀업,112.86900241017338,113.65,-0.7809975898266259,-0.687195415597559
2026-04,10 교육,바텀업,109.61917691396908,109.89,-0.27082308603091576,-0.24644925473738805
2026-04,11 음식 및 숙박,바텀업,127.05234697789354,127.26,-0.20765302210647008,-0.1631722631671146
2026-04,12 기타 상품 및 서비스,바텀업,129.29761676814115,130.06,-0.7623832318588484,-0.586178096154735
2026-05,01 식료품 및 비주류음료,탑다운,126.46237513381361,126.79,-0.3276248661863974,-0.25839961052638016
2026-05,02 주류 및 담배,탑다운,104.84986275092024,105.06,-0.2101372490797644,-0.20001641831312048
2026-05,03 의류 및 신발,탑다운,119.23846315002338,119.45,-0.2115368499766248,-0.17709238173011704
2026-05,"04 주택, 수도, 전기 및 연료",탑다운,118.4240442328193,118.53,-0.10595576718070276,-0.08939151875533853
2026-05,05 가정용품 및 가사 서비스,탑다운,120.5646195978095,121.21,-0.6453804021904972,-0.532448149649779
2026-05,06 보건,탑다운,106.77204561291789,106.72,0.05204561291789389,0.04876837792156474
2026-05,07 교통,탑다운,125.74565842255396,127.54,-1.7943415774460476,-1.4068853516120805
2026-05,08 통신,탑다운,101.64873249710156,101.96,-0.3112675028984313,-0.30528393771913626
2026-05,09 오락 및 문화,탑다운,113.62133308863324,115.7,-2.078666911366767,-1.7966006148373095
2026-05,10 교육,탑다운,109.92958263343586,110.16,-0.23041736656414002,-0.20916609165226946
2026-05,11 음식 및 숙박,탑다운,127.48071037734634,127.65,-0.16928962265366465,-0.13262015092335655
2026-05,12 기타 상품 및 서비스,탑다운,130.3621431618083,130.11,0.2521431618082772,0.19379230021387842
2026-05,01 식료품 및 비주류음료,바텀업,125.68790970544075,126.79,-1.102090294559261,-0.8692249345841636
2026-05,02 주류 및 담배,바텀업,105.1133493694124,105.06,0.05334936941240187,0.05077990616067187
2026-05,03 의류 및 신발,바텀업,118.35935656589247,119.45,-1.090643434107534,-0.9130543609104511
2026-05,"04 주택, 수도, 전기 및 연료",바텀업,118.31835479932084,118.53,-0.2116452006791576,-0.17855834023382905
2026-05,05 가정용품 및 가사 서비스,바텀업,120.57267513756463,121.21,-0.6373248624353636,-0.5258022130479033
2026-05,06 보건,바텀업,107.1942600373441,106.72,0.47426003734409505,0.44439658671673077
2026-05,07 교통,바텀업,128.43310871952335,127.54,0.8931087195233403,0.7002577383748944
2026-05,08 통신,바텀업,101.74520651625461,101.96,-0.21479348374538176,-0.21066446032304997
2026-05,09 오락 및 문화,바텀업,114.08573851640448,115.7,-1.6142614835955271,-1.3952130368154945
2026-05,10 교육,바텀업,109.9669626691244,110.16,-0.1930373308755975,-0.17523359738162445
2026-05,11 음식 및 숙박,바텀업,127.52382775400889,127.65,-0.1261722459911141,-0.09884233920181285
2026-05,12 기타 상품 및 서비스,바텀업,129.99356574284346,130.11,-0.11643425715655553,-0.08948909165825496
2026-06,01 식료품 및 비주류음료,탑다운,126.24820663684837,127.27,-1.0217933631516303,-0.8028548465087061
2026-06,02 주류 및 담배,탑다운,104.96062996758664,105.35,-0.38937003241335333,-0.36959661358647683
2026-06,03 의류 및 신발,탑다운,119.44553985398113,119.52,-0.07446014601886475,-0.06229931895822017
2026-06,"04 주택, 수도, 전기 및 연료",탑다운,118.5948574104209,118.55,0.044857410420902966,0.03783838922050018
2026-06,05 가정용품 및 가사 서비스,탑다운,121.36521871844646,122.61,-1.2447812815535428,-1.0152363441428456
2026-06,06 보건,탑다운,106.74083399067725,106.92,-0.17916600932275628,-0.16757015462285474
2026-06,07 교통,탑다운,127.81155170711956,126.82,0.9915517071195694,0.7818575202015214
2026-06,08 통신,탑다운,101.82629345220708,101.88,-0.053706547792913284,-0.05271549645947516
2026-06,09 오락 및 문화,탑다운,114.88337997045149,115.44,-0.5566200295485118,-0.48217258276898106
2026-06,10 교육,탑다운,110.31256203560827,110.15,0.16256203560826066,0.1475824199802639
2026-06,11 음식 및 숙박,탑다운,127.90893940285072,127.7,0.20893940285071722,0.16361738672726486
2026-06,12 기타 상품 및 서비스,탑다운,130.46336013602826,130.19,0.27336013602825915,0.20997014826657895
2026-06,01 식료품 및 비주류음료,바텀업,125.63483306041182,127.27,-1.6351669395881743,-1.2848015554240388
2026-06,02 주류 및 담배,바텀업,105.09057094147747,105.35,-0.25942905852252807,-0.2462544456787167
2026-06,03 의류 및 신발,바텀업,119.34733997103464,119.52,-0.17266002896535326,-0.14446120228024872
2026-06,"04 주택, 수도, 전기 및 연료",바텀업,118.52437856582652,118.55,-0.02562143417347329,-0.021612344304912098
2026-06,05 가정용품 및 가사 서비스,바텀업,121.24856455749517,122.61,-1.3614354425048276,-1.1103787965947538
2026-06,06 보건,바텀업,107.2177070263036,106.92,0.29770702630359835,0.27843904442910433
2026-06,07 교통,바텀업,129.15671293529067,126.82,2.3367129352906773,1.8425429232697343
2026-06,08 통신,바텀업,101.78776625594386,101.88,-0.09223374405613072,-0.09053174720860888
2026-06,09 오락 및 문화,바텀업,115.94191374364439,115.44,0.5019137436443941,0.4347832152151716
2026-06,10 교육,바텀업,110.29196441648207,110.15,0.14196441648206815,0.12888281115031153
2026-06,11 음식 및 숙박,바텀업,127.77231384082245,127.7,0.07231384082244574,0.05662790980614388
2026-06,12 기타 상품 및 서비스,바텀업,130.0934207569239,130.19,-0.09657924307609278,-0.07418330369159903
2026-07,01 식료품 및 비주류음료,탑다운,127.7087477076584,126.94,0.7687477076584059,0.6055992655257649
2026-07,02 주류 및 담배,탑다운,105.23932123292889,105.09,0.14932123292888377,0.1420889075353352
2026-07,03 의류 및 신발,탑다운,119.5210833625909,119.71,-0.18891663740909337,-0.1578119099566397
2026-07,"04 주택, 수도, 전기 및 연료",탑다운,117.32910876975726,117.29,0.03910876975724875,0.033343652278326155
2026-07,05 가정용품 및 가사 서비스,탑다운,122.77420239190155,122.9,-0.12579760809845197,-0.10235769576765824
2026-07,06 보건,탑다운,106.70666227011772,107.16,-0.4533377298822785,-0.4230475269524809
2026-07,07 교통,탑다운,127.28906442354295,124.73,2.5590644235429494,2.0516831744912607
2026-07,08 통신,탑다운,101.90267618483878,102.01,-0.10732381516122302,-0.10520911200982554
2026-07,09 오락 및 문화,탑다운,116.4042553267755,116.27,0.13425532677550223,0.11546858757676291
2026-07,10 교육,탑다운,110.35900203044147,110.27,0.08900203044147759,0.08071282347100535
2026-07,11 음식 및 숙박,탑다운,128.2829827465007,128.61,-0.32701725349932076,-0.2542704715802198
2026-07,12 기타 상품 및 서비스,탑다운,130.4503851025921,130.44,0.010385102592096018,0.007961593523532673
2026-07,01 식료품 및 비주류음료,바텀업,127.45373198966908,126.94,0.5137319896690826,0.40470457670480753
2026-07,02 주류 및 담배,바텀업,105.19265092887997,105.09,0.1026509288799673,0.0976790644970666
2026-07,03 의류 및 신발,바텀업,119.46516131201487,119.71,-0.24483868798512276,-0.20452651239255099
2026-07,"04 주택, 수도, 전기 및 연료",바텀업,118.53402478650253,117.29,1.2440247865025214,1.0606401112648318
2026-07,05 가정용품 및 가사 서비스,바텀업,122.72645081329726,122.9,-0.17354918670274344,-0.14121170602338765
2026-07,06 보건,바텀업,107.24487199213632,107.16,0.08487199213632834,0.07920118713729782
2026-07,07 교통,바텀업,125.79938463775866,124.73,1.0693846377586596,0.8573596069579569
2026-07,08 통신,바텀업,101.73853605058771,102.01,-0.27146394941229346,-0.26611503716527146
2026-07,09 오락 및 문화,바텀업,116.12640430708552,116.27,-0.14359569291447372,-0.12350192905691383
2026-07,10 교육,바텀업,110.31543528295998,110.27,0.04543528295998556,0.041203666418777145
2026-07,11 음식 및 숙박,바텀업,128.053067079603,128.61,-0.5569329203970028,-0.4330401371565219
2026-07,12 기타 상품 및 서비스,바텀업,130.14920369457548,130.44,-0.2907963054245215,-0.22293491676212934
